"","code","borough","ward_name","year","population","hectares","square_kilometres","population_per_hectare","population_per_square_kilometre"
"299","E05000324","Hillingdon","Barnhill",2022,13989,211.9,2.119,66.01698915,6601.698915
"300","E05000325","Hillingdon","Botwell",2022,25476,437.2,4.372,58.27081427,5827.081427
"301","E05000326","Hillingdon","Brunel",2022,14266,327.7,3.277,43.53371987,4353.371987
"302","E05000327","Hillingdon","Cavendish",2022,12790,201.3,2.013,63.53700944,6353.700944
"303","E05000328","Hillingdon","Charville",2022,12961,297.3,2.973,43.59569458,4359.569458
"304","E05000329","Hillingdon","Eastcote and East Ruislip",2022,14861,405.8,4.058,36.62148842,3662.148842
"305","E05000330","Hillingdon","Harefield",2022,7822,1522.4,15.224,5.137940095,513.7940095
"306","E05000331","Hillingdon","Heathrow Villages",2022,13787,2352.5,23.525,5.860573858,586.0573858
"307","E05000332","Hillingdon","Hillingdon East",2022,13978,359.4,3.594,38.89259878,3889.259878
"308","E05000333","Hillingdon","Ickenham",2022,11180,620.7,6.207,18.01192202,1801.192202
"309","E05000334","Hillingdon","Manor",2022,12516,197.4,1.974,63.40425532,6340.425532
"310","E05000335","Hillingdon","Northwood",2022,11536,740.6,7.406,15.57655955,1557.655955
"311","E05000336","Hillingdon","Northwood Hills",2022,12659,332.8,3.328,38.03786058,3803.786058
"312","E05000337","Hillingdon","Pinkwell",2022,16274,274.4,2.744,59.30758017,5930.758017
"313","E05000338","Hillingdon","South Ruislip",2022,13849,741.1,7.411,18.68708676,1868.708676
"314","E05000339","Hillingdon","Townfield",2022,17924,349.8,3.498,51.24070898,5124.070898
"315","E05000340","Hillingdon","Uxbridge North",2022,18051,463.3,4.633,38.96179581,3896.179581
"316","E05000341","Hillingdon","Uxbridge South",2022,16075,311.7,3.117,51.57202438,5157.202438
"317","E05000342","Hillingdon","West Drayton",2022,19074,349,3.49,54.65329513,5465.329513
"318","E05000343","Hillingdon","West Ruislip",2022,12463,439,4.39,28.38952164,2838.952164
"319","E05000344","Hillingdon","Yeading",2022,14976,233.2,2.332,64.21955403,6421.955403
"320","E05000345","Hillingdon","Yiewsley",2022,15986,401.3,4.013,39.83553451,3983.553451
"321","E05000346","Hounslow","Bedfont",2022,13523,444.7,4.447,30.40926467,3040.926467
"322","E05000347","Hounslow","Brentford",2022,19474,318.7,3.187,61.10448698,6110.448698
"323","E05000348","Hounslow","Chiswick Homefields",2022,12018,225.6,2.256,53.2712766,5327.12766
"324","E05000349","Hounslow","Chiswick Riverside",2022,11867,208.1,2.081,57.02546852,5702.546852
"325","E05000350","Hounslow","Cranford",2022,13358,272.3,2.723,49.05618803,4905.618803
"326","E05000351","Hounslow","Feltham North",2022,12994,338.4,3.384,38.39834515,3839.834515
"327","E05000352","Hounslow","Feltham West",2022,16214,318.2,3.182,50.95537398,5095.537398
"328","E05000353","Hounslow","Hanworth",2022,12174,325.1,3.251,37.4469394,3744.69394
"329","E05000354","Hounslow","Hanworth Park",2022,12730,364.1,3.641,34.96292227,3496.292227
"330","E05000355","Hounslow","Heston Central",2022,13622,168.5,1.685,80.84272997,8084.272997
"331","E05000356","Hounslow","Heston East",2022,14415,200.4,2.004,71.93113772,7193.113772
"332","E05000357","Hounslow","Heston West",2022,13143,383,3.83,34.31592689,3431.592689
"333","E05000358","Hounslow","Hounslow Central",2022,21737,173.6,1.736,125.2131336,12521.31336
"334","E05000359","Hounslow","Hounslow Heath",2022,16387,278.7,2.787,58.79799067,5879.799067
"335","E05000360","Hounslow","Hounslow South",2022,12342,179.3,1.793,68.83435583,6883.435583
"336","E05000361","Hounslow","Hounslow West",2022,15765,162.1,1.621,97.254781,9725.4781
"337","E05000362","Hounslow","Isleworth",2022,12936,203.1,2.031,63.69276219,6369.276219
"338","E05000363","Hounslow","Osterley and Spring Grove",2022,14303,633.7,6.337,22.57061701,2257.061701
"339","E05000364","Hounslow","Syon",2022,17990,285.2,2.852,63.07854137,6307.854137
"340","E05000365","Hounslow","Turnham Green",2022,12366,176.6,1.766,70.02265006,7002.265006
"341","E05000366","Islington","Barnsbury",2022,14155,83,0.83,170.5421687,17054.21687
"342","E05000367","Islington","Bunhill",2022,19971,108.9,1.089,183.3884298,18338.84298
"343","E05000368","Islington","Caledonian",2022,16869,113.8,1.138,148.2337434,14823.37434
"344","E05000369","Islington","Canonbury",2022,13521,80.7,0.807,167.5464684,16754.64684
"345","E05000370","Islington","Clerkenwell",2022,13313,93.5,0.935,142.3850267,14238.50267
"346","E05000371","Islington","Finsbury Park",2022,17263,91.6,0.916,188.4606987,18846.06987
"347","E05000372","Islington","Highbury East",2022,14060,100.4,1.004,140.0398406,14003.98406
"348","E05000373","Islington","Highbury West",2022,19003,108.2,1.082,175.6284658,17562.84658
"349","E05000374","Islington","Hillrise",2022,13484,82.5,0.825,163.4424242,16344.24242
"350","E05000375","Islington","Holloway",2022,17223,100.9,1.009,170.6937562,17069.37562
"351","E05000376","Islington","Junction",2022,13496,102.8,1.028,131.2840467,13128.40467
"352","E05000377","Islington","Mildmay",2022,14714,82.6,0.826,178.1355932,17813.55932
"353","E05000378","Islington","St George's",2022,14509,84.6,0.846,171.501182,17150.1182
"354","E05000379","Islington","St Mary's",2022,13724,86.9,0.869,157.9286536,15792.86536
"355","E05000380","Islington","St Peter's",2022,15808,81,0.81,195.1604938,19516.04938
"356","E05000381","Islington","Tollington",2022,14725,84.7,0.847,173.8488784,17384.88784
"357","E05000382","Kensington and Chelsea","Abingdon",2022,11795,62.9,0.629,187.5198728,18751.98728
"358","E05000383","Kensington and Chelsea","Brompton",2022,9171,95.5,0.955,96.03141361,9603.141361
"359","E05000384","Kensington and Chelsea","Campden",2022,8575,91.2,0.912,94.02412281,9402.412281
"360","E05000385","Kensington and Chelsea","Colville",2022,8161,39.1,0.391,208.7212276,20872.12276
"361","E05000386","Kensington and Chelsea","Courtfield",2022,8558,48.2,0.482,177.5518672,17755.18672
"362","E05000387","Kensington and Chelsea","Cremorne",2022,8267,61.2,0.612,135.0816993,13508.16993
"363","E05000388","Kensington and Chelsea","Earl's Court",2022,10617,45.9,0.459,231.3071895,23130.71895
"364","E05000389","Kensington and Chelsea","Golborne",2022,9683,94.9,0.949,102.0337197,10203.37197
"365","E05000390","Kensington and Chelsea","Hans Town",2022,8789,55.2,0.552,159.2210145,15922.10145
"366","E05000391","Kensington and Chelsea","Holland",2022,9884,103.9,1.039,95.12993263,9512.993263
"367","E05000392","Kensington and Chelsea","Norland",2022,8625,72.7,0.727,118.6382393,11863.82393
"368","E05000393","Kensington and Chelsea","Notting Barns",2022,9341,62.3,0.623,149.9357945,14993.57945
"369","E05000394","Kensington and Chelsea","Pembridge",2022,7604,48.8,0.488,155.8196721,15581.96721
"370","E05000395","Kensington and Chelsea","Queen's Gate",2022,9791,60.5,0.605,161.8347107,16183.47107
"371","E05000396","Kensington and Chelsea","Redcliffe",2022,9365,69.4,0.694,134.9423631,13494.23631
"372","E05000397","Kensington and Chelsea","Royal Hospital",2022,7214,90.1,0.901,80.06659267,8006.659267
"373","E05000398","Kensington and Chelsea","St Charles",2022,8994,70.9,0.709,126.854725,12685.4725
"374","E05000399","Kensington and Chelsea","Stanley",2022,8012,66.3,0.663,120.8446456,12084.46456
"375","E05000400","Kingston upon Thames","Alexandra",2022,11224,267.7,2.677,41.92753082,4192.753082
"376","E05000401","Kingston upon Thames","Berrylands",2022,11145,145.2,1.452,76.75619835,7675.619835
"377","E05000402","Kingston upon Thames","Beverley",2022,11913,188,1.88,63.36702128,6336.702128
"378","E05000403","Kingston upon Thames","Canbury",2022,16499,124.1,1.241,132.9492345,13294.92345
"379","E05000404","Kingston upon Thames","Chessington North and Hook",2022,9410,192.9,1.929,48.7817522,4878.17522
"380","E05000405","Kingston upon Thames","Chessington South",2022,11162,755.2,7.552,14.78019068,1478.019068
"381","E05000406","Kingston upon Thames","Coombe Hill",2022,11277,441,4.41,25.57142857,2557.142857
"382","E05000407","Kingston upon Thames","Coombe Vale",2022,10660,164.7,1.647,64.72374013,6472.374013
"383","E05000408","Kingston upon Thames","Grove",2022,13882,192,1.92,72.30208333,7230.208333
"384","E05000409","Kingston upon Thames","Norbiton",2022,11937,134.8,1.348,88.55341246,8855.341246
"385","E05000410","Kingston upon Thames","Old Malden",2022,10740,180.5,1.805,59.50138504,5950.138504
"386","E05000411","Kingston upon Thames","St James",2022,9945,216.7,2.167,45.89293955,4589.293955
"387","E05000412","Kingston upon Thames","St Mark's",2022,12580,137.6,1.376,91.4244186,9142.44186
"388","E05000413","Kingston upon Thames","Surbiton Hill",2022,11736,166.4,1.664,70.52884615,7052.884615
"389","E05000414","Kingston upon Thames","Tolworth and Hook Rise",2022,12026,259.5,2.595,46.34296724,4634.296724
"390","E05000415","Kingston upon Thames","Tudor",2022,10298,158.3,1.583,65.05369551,6505.369551
"391","E05000416","Lambeth","Bishop's",2022,11601,153.4,1.534,75.62581486,7562.581486
"392","E05000417","Lambeth","Brixton Hill",2022,17180,112.9,1.129,152.170062,15217.0062
"393","E05000418","Lambeth","Clapham Common",2022,14666,134.3,1.343,109.2032762,10920.32762
"394","E05000419","Lambeth","Clapham Town",2022,15431,112,1.12,137.7767857,13777.67857
"395","E05000420","Lambeth","Coldharbour",2022,18610,120.8,1.208,154.0562914,15405.62914
"396","E05000421","Lambeth","Ferndale",2022,17587,85.3,0.853,206.1781946,20617.81946
"397","E05000422","Lambeth","Gipsy Hill",2022,14991,157,1.57,95.48407643,9548.407643
"398","E05000423","Lambeth","Herne Hill",2022,16823,203.2,2.032,82.79035433,8279.035433
"399","E05000424","Lambeth","Knight's Hill",2022,15645,147.3,1.473,106.2118126,10621.18126
"400","E05000425","Lambeth","Larkhall",2022,19905,105.9,1.059,187.9603399,18796.03399
"401","E05000426","Lambeth","Oval",2022,19718,127.5,1.275,154.6509804,15465.09804
"402","E05000427","Lambeth","Prince's",2022,17316,116.2,1.162,149.0189329,14901.89329
"403","E05000428","Lambeth","St Leonard's",2022,16526,144.9,1.449,114.0510697,11405.10697
"404","E05000429","Lambeth","Stockwell",2022,15991,86.9,0.869,184.0161105,18401.61105
"405","E05000430","Lambeth","Streatham Hill",2022,16276,127.3,1.273,127.8554595,12785.54595
"406","E05000431","Lambeth","Streatham South",2022,14994,169.8,1.698,88.30388693,8830.388693
"407","E05000432","Lambeth","Streatham Wells",2022,17275,145.1,1.451,119.0558236,11905.58236
"408","E05000433","Lambeth","Thornton",2022,15397,108.3,1.083,142.1698984,14216.98984
"409","E05000434","Lambeth","Thurlow Park",2022,14636,151.5,1.515,96.60726073,9660.726073
"410","E05000435","Lambeth","Tulse Hill",2022,16326,102.9,1.029,158.6588921,15865.88921
"411","E05000436","Lambeth","Vassall",2022,17087,112.9,1.129,151.3463242,15134.63242
"412","E05000437","Lewisham","Bellingham",2022,16287,308.5,3.085,52.79416532,5279.416532
"413","E05000438","Lewisham","Blackheath",2022,15815,231.3,2.313,68.37440553,6837.440553
"414","E05000439","Lewisham","Brockley",2022,19249,168.6,1.686,114.1696323,11416.96323
"415","E05000440","Lewisham","Catford South",2022,15806,186.8,1.868,84.61456103,8461.456103
"416","E05000441","Lewisham","Crofton Park",2022,15974,172.1,1.721,92.81812899,9281.812899
"417","E05000442","Lewisham","Downham",2022,15644,238.9,2.389,65.48346589,6548.346589
"418","E05000443","Lewisham","Evelyn",2022,26093,177.4,1.774,147.0856821,14708.56821
"419","E05000444","Lewisham","Forest Hill",2022,17171,182.8,1.828,93.93326039,9393.326039
"420","E05000445","Lewisham","Grove Park",2022,15630,239.2,2.392,65.34280936,6534.280936
"421","E05000446","Lewisham","Ladywell",2022,15436,160.9,1.609,95.93536358,9593.536358
"422","E05000447","Lewisham","Lee Green",2022,16521,180.9,1.809,91.32669983,9132.669983
"423","E05000448","Lewisham","Lewisham Central",2022,26443,205.6,2.056,128.6138132,12861.38132
"424","E05000449","Lewisham","New Cross",2022,21390,181.7,1.817,117.721519,11772.1519
"425","E05000450","Lewisham","Perry Vale",2022,16767,168.4,1.684,99.56650831,9956.650831
"426","E05000451","Lewisham","Rushey Green",2022,18225,178.1,1.781,102.3301516,10233.01516
"427","E05000452","Lewisham","Sydenham",2022,16912,174.5,1.745,96.91690544,9691.690544
"428","E05000453","Lewisham","Telegraph Hill",2022,18391,154.4,1.544,119.1126943,11911.26943
"429","E05000454","Lewisham","Whitefoot",2022,15666,222.4,2.224,70.44064748,7044.064748
"430","E05000455","Merton","Abbey",2022,11056,139.3,1.393,79.36826992,7936.826992
"431","E05000456","Merton","Cannon Hill",2022,9859,222.4,2.224,44.33003597,4433.003597
"432","E05000457","Merton","Colliers Wood",2022,11656,111.1,1.111,104.9144914,10491.44914
"433","E05000458","Merton","Cricket Green",2022,12617,299.7,2.997,42.09876543,4209.876543
"434","E05000459","Merton","Dundonald",2022,10101,115.1,1.151,87.75847089,8775.847089
"435","E05000460","Merton","Figge's Marsh",2022,12501,114.3,1.143,109.3700787,10937.00787
"436","E05000461","Merton","Graveney",2022,10262,88.4,0.884,116.0859729,11608.59729
"437","E05000462","Merton","Hillside",2022,9433,118.4,1.184,79.67060811,7967.060811
"438","E05000463","Merton","Lavender Fields",2022,12017,118,1.18,101.8389831,10183.89831
"439","E05000464","Merton","Longthornton",2022,10829,148.1,1.481,73.11951384,7311.951384
"440","E05000465","Merton","Lower Morden",2022,8904,180.8,1.808,49.24778761,4924.778761
"441","E05000466","Merton","Merton Park",2022,10699,181.7,1.817,58.8827738,5888.27738
"442","E05000467","Merton","Pollards Hill",2022,10706,215.9,2.159,49.58777212,4958.777212
"443","E05000468","Merton","Ravensbury",2022,11033,183.8,1.838,60.02720348,6002.720348
"444","E05000469","Merton","Raynes Park",2022,10334,185.3,1.853,55.76902321,5576.902321
"445","E05000470","Merton","St Helier",2022,11582,184.2,1.842,62.87730727,6287.730727
"446","E05000471","Merton","Trinity",2022,10348,107.4,1.074,96.35009311,9635.009311
"447","E05000472","Merton","Village",2022,8538,621.8,6.218,13.73110325,1373.110325
"448","E05000473","Merton","West Barnes",2022,11084,195.1,1.951,56.81189134,5681.189134
"449","E05000474","Merton","Wimbledon Park",2022,13102,230,2.3,56.96521739,5696.521739
"450","E05000475","Newham","Beckton",2022,18047,625.6,6.256,28.84750639,2884.750639
"451","E05000476","Newham","Boleyn",2022,18963,91.6,0.916,207.0196507,20701.96507
"452","E05000477","Newham","Canning Town North",2022,20128,252.3,2.523,79.77804201,7977.804201
"453","E05000478","Newham","Canning Town South",2022,23477,181.7,1.817,129.2074849,12920.74849
"454","E05000479","Newham","Custom House",2022,14143,206.3,2.063,68.5555017,6855.55017
"455","E05000480","Newham","East Ham Central",2022,17039,103.9,1.039,163.9942252,16399.42252
"456","E05000481","Newham","East Ham North",2022,14074,90.4,0.904,155.6858407,15568.58407
"457","E05000482","Newham","East Ham South",2022,16062,181.2,1.812,88.64238411,8864.238411
"458","E05000483","Newham","Forest Gate North",2022,16388,124.6,1.246,131.5248796,13152.48796
"459","E05000484","Newham","Forest Gate South",2022,18488,119.2,1.192,155.1006711,15510.06711
"460","E05000485","Newham","Green Street East",2022,17217,74.3,0.743,231.7227456,23172.27456
"461","E05000486","Newham","Green Street West",2022,16236,80.5,0.805,201.689441,20168.9441
"462","E05000487","Newham","Little Ilford",2022,17406,189.9,1.899,91.65876777,9165.876777
"463","E05000488","Newham","Manor Park",2022,15527,135,1.35,115.0148148,11501.48148
"464","E05000489","Newham","Plaistow North",2022,16438,98.1,0.981,167.5637105,16756.37105
"465","E05000490","Newham","Plaistow South",2022,17636,138.6,1.386,127.2438672,12724.38672
"466","E05000491","Newham","Royal Docks",2022,20983,479.3,4.793,43.77842687,4377.842687
"467","E05000492","Newham","Stratford and New Town",2022,39891,423.7,4.237,94.14916214,9414.916214
"468","E05000493","Newham","Wall End",2022,15747,137.9,1.379,114.1914431,11419.14431
"469","E05000494","Newham","West Ham",2022,16116,133.5,1.335,120.7191011,12071.91011
"470","E05000495","Redbridge","Aldborough",2022,17044,861.2,8.612,19.79098932,1979.098932
"471","E05000496","Redbridge","Barkingside",2022,13987,152.7,1.527,91.59790439,9159.790439
"472","E05000497","Redbridge","Bridge",2022,12472,257.9,2.579,48.35982939,4835.982939
"473","E05000498","Redbridge","Chadwell",2022,16520,151.4,1.514,109.1149273,10911.49273
"474","E05000499","Redbridge","Church End",2022,13217,149.2,1.492,88.58579088,8858.579088
"475","E05000500","Redbridge","Clayhall",2022,13568,249.1,2.491,54.46808511,5446.808511
"476","E05000501","Redbridge","Clementswood",2022,20959,127.1,1.271,164.9016522,16490.16522
"477","E05000502","Redbridge","Cranbrook",2022,13925,240.6,2.406,57.87614298,5787.614298
"478","E05000503","Redbridge","Fairlop",2022,13897,359.4,3.594,38.66722315,3866.722315
"479","E05000504","Redbridge","Fullwell",2022,13702,218.5,2.185,62.70938215,6270.938215
"480","E05000505","Redbridge","Goodmayes",2022,14580,164.8,1.648,88.47087379,8847.087379
"481","E05000506","Redbridge","Hainault",2022,13770,564.2,5.642,24.40623892,2440.623892
"482","E05000507","Redbridge","Loxford",2022,22246,128.7,1.287,172.8515929,17285.15929
"483","E05000508","Redbridge","Mayfield",2022,14575,188.4,1.884,77.36199575,7736.199575
"484","E05000509","Redbridge","Monkhams",2022,11492,307.5,3.075,37.37235772,3737.235772
"485","E05000510","Redbridge","Newbury",2022,18905,211.7,2.117,89.3008975,8930.08975
"486","E05000511","Redbridge","Roding",2022,13122,234.4,2.344,55.98122867,5598.122867
"487","E05000512","Redbridge","Seven Kings",2022,18986,208.2,2.082,91.19116234,9119.116234
"488","E05000513","Redbridge","Snaresbrook",2022,13184,198.6,1.986,66.38469285,6638.469285
"489","E05000514","Redbridge","Valentines",2022,17240,150.2,1.502,114.7802929,11478.02929
"490","E05000515","Redbridge","Wanstead",2022,12624,519.8,5.198,24.28626395,2428.626395
"491","E05000516","Richmond upon Thames","Barnes",2022,10371,301,3.01,34.4551495,3445.51495
"492","E05000517","Richmond upon Thames","East Sheen",2022,11515,583.5,5.835,19.73436161,1973.436161
"493","E05000518","Richmond upon Thames","Fulwell and Hampton Hill",2022,11220,191.8,1.918,58.49843587,5849.843587
"494","E05000519","Richmond upon Thames","Ham Petersham and Richmond River",2022,11205,944.6,9.446,11.86216388,1186.216388
"495","E05000520","Richmond upon Thames","Hampton",2022,10889,687.7,6.877,15.83393922,1583.393922
"496","E05000521","Richmond upon Thames","Hampton North",2022,9712,195,1.95,49.80512821,4980.512821
"497","E05000522","Richmond upon Thames","Hampton Wick",2022,11565,274.6,2.746,42.11580481,4211.580481
"498","E05000523","Richmond upon Thames","Heathfield",2022,11205,191.2,1.912,58.60355649,5860.355649
"499","E05000524","Richmond upon Thames","Kew",2022,12285,357.5,3.575,34.36363636,3436.363636
"500","E05000525","Richmond upon Thames","Mortlake and Barnes Common",2022,12126,193.8,1.938,62.56965944,6256.965944
"501","E05000526","Richmond upon Thames","North Richmond",2022,12319,280,2.8,43.99642857,4399.642857
"502","E05000527","Richmond upon Thames","St Margarets and North Twickenha",2022,13353,200.6,2.006,66.56530409,6656.530409
"503","E05000528","Richmond upon Thames","South Richmond",2022,11547,269.2,2.692,42.89375929,4289.375929
"504","E05000529","Richmond upon Thames","South Twickenham",2022,10773,172.7,1.727,62.37984945,6237.984945
"505","E05000530","Richmond upon Thames","Teddington",2022,11438,429.6,4.296,26.62476723,2662.476723
"506","E05000531","Richmond upon Thames","Twickenham Riverside",2022,11324,196.2,1.962,57.7166157,5771.66157
"507","E05000532","Richmond upon Thames","West Twickenham",2022,11378,245.6,2.456,46.32736156,4632.736156
"508","E05000533","Richmond upon Thames","Whitton",2022,10826,162.3,1.623,66.70363524,6670.363524
"509","E05000534","Southwark","Brunswick Park",2022,13803,93.5,0.935,147.6256684,14762.56684
"510","E05000535","Southwark","Camberwell Green",2022,16900,97.5,0.975,173.3333333,17333.33333
"511","E05000536","Southwark","Cathedrals",2022,21668,176.3,1.763,122.9041407,12290.41407
"512","E05000537","Southwark","Chaucer",2022,16160,82.3,0.823,196.3547995,19635.47995
"513","E05000538","Southwark","College",2022,12736,323.4,3.234,39.38157081,3938.157081
"514","E05000539","Southwark","East Dulwich",2022,13719,101.9,1.019,134.6319921,13463.19921
"515","E05000540","Southwark","East Walworth",2022,16030,114.4,1.144,140.1223776,14012.23776
"516","E05000541","Southwark","Faraday",2022,14516,87.7,0.877,165.5188141,16551.88141
"517","E05000542","Southwark","Grange",2022,19215,120.5,1.205,159.4605809,15946.05809
"518","E05000543","Southwark","Livesey",2022,18067,143.6,1.436,125.8147632,12581.47632
"519","E05000544","Southwark","Newington",2022,15616,83.2,0.832,187.6923077,18769.23077
"520","E05000545","Southwark","Nunhead",2022,14866,132.2,1.322,112.4508321,11245.08321
"521","E05000546","Southwark","Peckham",2022,16038,87.2,0.872,183.9220183,18392.20183
"522","E05000547","Southwark","Peckham Rye",2022,14643,225.3,2.253,64.99334221,6499.334221
"523","E05000548","Southwark","Riverside",2022,17500,133.2,1.332,131.3813814,13138.13814
"524","E05000549","Southwark","Rotherhithe",2022,17422,149.2,1.492,116.769437,11676.9437
"525","E05000550","Southwark","South Bermondsey",2022,15196,97.3,0.973,156.1767729,15617.67729
"526","E05000551","Southwark","South Camberwell",2022,13276,133.1,1.331,99.74455297,9974.455297
"527","E05000552","Southwark","Surrey Docks",2022,17285,190.1,1.901,90.92582851,9092.582851
"528","E05000553","Southwark","The Lane",2022,17139,139,1.39,123.3021583,12330.21583
"529","E05000554","Southwark","Village",2022,13029,278.8,2.788,46.73242468,4673.242468
"530","E05000555","Sutton","Beddington North",2022,10848,498,4.98,21.78313253,2178.313253
"531","E05000556","Sutton","Beddington South",2022,11360,306.1,3.061,37.11205488,3711.205488
"532","E05000557","Sutton","Belmont",2022,10935,233.7,2.337,46.79075738,4679.075738
"533","E05000558","Sutton","Carshalton Central",2022,11473,202.7,2.027,56.60088801,5660.088801
"534","E05000559","Sutton","Carshalton South and Clockhouse",2022,10973,705.6,7.056,15.55130385,1555.130385
"535","E05000560","Sutton","Cheam",2022,11449,393.8,3.938,29.07313357,2907.313357
"536","E05000561","Sutton","Nonsuch",2022,11597,190.6,1.906,60.84470094,6084.470094
"537","E05000562","Sutton","St Helier",2022,12512,150,1.5,83.41333333,8341.333333
"538","E05000563","Sutton","Stonecot",2022,11331,198.1,1.981,57.19838465,5719.838465
"539","E05000564","Sutton","Sutton Central",2022,14326,131,1.31,109.3587786,10935.87786
"540","E05000565","Sutton","Sutton North",2022,12305,187.5,1.875,65.62666667,6562.666667
"541","E05000566","Sutton","Sutton South",2022,10691,127.2,1.272,84.04874214,8404.874214
"542","E05000567","Sutton","Sutton West",2022,11761,177.9,1.779,66.11017426,6611.017426
"543","E05000568","Sutton","The Wrythe",2022,11763,148.2,1.482,79.37246964,7937.246964
"544","E05000569","Sutton","Wallington North",2022,12247,161.7,1.617,75.73902288,7573.902288
"545","E05000570","Sutton","Wallington South",2022,11416,171.9,1.719,66.4107039,6641.07039
"546","E05000571","Sutton","Wandle Valley",2022,14792,205.5,2.055,71.98053528,7198.053528
"547","E05000572","Sutton","Worcester Park",2022,13448,195.7,1.957,68.71742463,6871.742463
"548","E05000573","Tower Hamlets","Bethnal Green North",2022,15299,82.3,0.823,185.8930741,18589.30741
"549","E05000574","Tower Hamlets","Bethnal Green South",2022,15082,88.1,0.881,171.1918275,17119.18275
"550","E05000575","Tower Hamlets","Blackwall and Cubitt Town",2022,38110,296.7,2.967,128.446242,12844.6242
"551","E05000576","Tower Hamlets","Bow East",2022,20700,185.8,1.858,111.4101184,11141.01184
"552","E05000577","Tower Hamlets","Bow West",2022,13746,134.7,1.347,102.0489978,10204.89978
"553","E05000578","Tower Hamlets","Bromley-by-Bow",2022,21852,107.4,1.074,203.4636872,20346.36872
"554","E05000579","Tower Hamlets","East India and Lansbury",2022,22473,122.4,1.224,183.6029412,18360.29412
"555","E05000580","Tower Hamlets","Limehouse",2022,19115,114.2,1.142,167.3817863,16738.17863
"556","E05000581","Tower Hamlets","Mile End and Globe Town",2022,15571,90,0.9,173.0111111,17301.11111
"557","E05000582","Tower Hamlets","Mile End East",2022,17854,107,1.07,166.8598131,16685.98131
"558","E05000583","Tower Hamlets","Millwall",2022,37193,245.8,2.458,151.3140765,15131.40765
"559","E05000584","Tower Hamlets","St Dunstan's and Stepney Green",2022,18693,101.8,1.018,183.6247544,18362.47544
"560","E05000585","Tower Hamlets","St Katharine's and Wapping",2022,16015,150.6,1.506,106.3413015,10634.13015
"561","E05000586","Tower Hamlets","Shadwell",2022,15653,96.3,0.963,162.5441329,16254.41329
"562","E05000587","Tower Hamlets","Spitalfields and Banglatown",2022,11501,63.8,0.638,180.2664577,18026.64577
"563","E05000588","Tower Hamlets","Weavers",2022,15015,77.9,0.779,192.7471117,19274.71117
"564","E05000589","Tower Hamlets","Whitechapel",2022,20962,91.8,0.918,228.3442266,22834.42266
"565","E05000590","Waltham Forest","Cann Hall",2022,14346,86,0.86,166.8139535,16681.39535
"566","E05000591","Waltham Forest","Cathall",2022,13933,105.7,1.057,131.8164617,13181.64617
"567","E05000592","Waltham Forest","Chapel End",2022,15883,184.2,1.842,86.22692725,8622.692725
"568","E05000593","Waltham Forest","Chingford Green",2022,11052,372.8,3.728,29.64592275,2964.592275
"569","E05000594","Waltham Forest","Endlebury",2022,11863,195.9,1.959,60.55640633,6055.640633
"570","E05000595","Waltham Forest","Forest",2022,13254,198.5,1.985,66.77078086,6677.078086
"571","E05000596","Waltham Forest","Grove Green",2022,16271,89.8,0.898,181.1915367,18119.15367
"572","E05000597","Waltham Forest","Hale End and Highams Park",2022,13192,235,2.35,56.13617021,5613.617021
"573","E05000598","Waltham Forest","Hatch Lane",2022,11563,241.8,2.418,47.82051282,4782.051282
"574","E05000599","Waltham Forest","High Street",2022,16819,306.1,3.061,54.94609605,5494.609605
"575","E05000600","Waltham Forest","Higham Hill",2022,17106,322.2,3.222,53.09124767,5309.124767
"576","E05000601","Waltham Forest","Hoe Street",2022,15372,109.7,1.097,140.1276208,14012.76208
"577","E05000602","Waltham Forest","Larkswood",2022,12625,206.9,2.069,61.01981634,6101.981634
"578","E05000603","Waltham Forest","Lea Bridge",2022,18335,264.5,2.645,69.3194707,6931.94707
"579","E05000604","Waltham Forest","Leyton",2022,18198,203.6,2.036,89.38113949,8938.113949
"580","E05000605","Waltham Forest","Leytonstone",2022,13512,131,1.31,103.1450382,10314.50382
"581","E05000606","Waltham Forest","Markhouse",2022,16933,145.4,1.454,116.4580468,11645.80468
"582","E05000607","Waltham Forest","Valley",2022,12255,198.1,1.981,61.86269561,6186.269561
"583","E05000608","Waltham Forest","William Morris",2022,17445,99.9,0.999,174.6246246,17462.46246
"584","E05000609","Waltham Forest","Wood Street",2022,15355,184.5,1.845,83.22493225,8322.493225
"585","E05000610","Wandsworth","Balham",2022,15533,120.8,1.208,128.5844371,12858.44371
"586","E05000611","Wandsworth","Bedford",2022,14409,180.4,1.804,79.87250554,7987.250554
"587","E05000612","Wandsworth","Earlsfield",2022,17360,141.1,1.411,123.0333097,12303.33097
"588","E05000613","Wandsworth","East Putney",2022,16599,160.9,1.609,103.1634556,10316.34556
"589","E05000614","Wandsworth","Fairfield",2022,17545,145.5,1.455,120.5841924,12058.41924
"590","E05000615","Wandsworth","Furzedown",2022,15724,141.3,1.413,111.2809625,11128.09625
"591","E05000616","Wandsworth","Graveney",2022,16571,100.8,1.008,164.3948413,16439.48413
"592","E05000617","Wandsworth","Latchmere",2022,16100,108.5,1.085,148.3870968,14838.70968
"593","E05000618","Wandsworth","Nightingale",2022,15131,123.1,1.231,122.9163282,12291.63282
"594","E05000619","Wandsworth","Northcote",2022,16313,167.9,1.679,97.15902323,9715.902323
