gss_code,five_min_area,count_5m,ten_min_area,count_10m,fifteen_min_area,count_15m,twenty_min_area,count_20m,twenty_five_min_area,count_25m,twenty_five_plus_area,count_25_plus,ward_name.x,borough_name,borough_area,os_area,open_space_with_access,med_caring,med_enjoying,med_learning,med_living,med_supplying,med_div_score,med_prox_score,med_total_score,med_func_comp,med_log_func_comp,ward_name.y,ward_hectares,borough.x,ward_name2,borough.y,ward_name,year,population,hectares,square_kilometres,population_per_hectare,population_per_square_kilometre
E05000336,100000.58004234,"10",349999.57997273,"35",340008.60002533,"34",533966.86356618,"53",494002.13428084,"49",1484562.52001702,"148",Northwood Hills,Hillingdon,3328540.255,1108509.992,456361.3636,3,8,2,6,3,1,0.2,1.2,4.4,1.48160454092422,Northwood Hills,332.91,Hillingdon,Northwood Hills,Hillingdon,Northwood Hills,"2022","12659",332.8,3.328,38.03786058,3803.786058
E05000337,410000.51999079,"41",959997.88000206,"96",669999.64001392,"67",249999.58999365,"25",89997.19001984,"9",400001.40004354,"40",Pinkwell,Hillingdon,2748310.58,738761.1857,457082.2903,0,3,0,2,2,0.6,0.6,1.4,1.4,0.336472236621213,Pinkwell,274.833,Hillingdon,Pinkwell,Hillingdon,Pinkwell,"2022","16274",274.4,2.744,59.30758017,5930.758017
E05000338,449998.59995696,"45",999993.01000705,"100",1120002.05003383,"112",760002.67993269,"76",410000.33002778,"41",3740006.27994615,"374",South Ruislip,Hillingdon,7417903.94,4657319.072,1342395.163,0,3,1,2,2,0.8,0.1,1,1.2,0.182321556793955,South Ruislip,741.795,Hillingdon,South Ruislip,Hillingdon,South Ruislip,"2022","13849",741.1,7.411,18.68708676,1868.708676
E05000339,309996.85996798,"31",740005.01991541,"74",930002.33013033,"93",740000.11997803,"74",249998.59003298,"25",529995.78998517,"53",Townfield,Hillingdon,3498308.395,1080176.575,768290.5867,1,5,1,2,11,0.8,0.6,1.4,3.8,1.33500106673234,Townfield,349.833,Hillingdon,Townfield,Hillingdon,Townfield,"2022","17924",349.8,3.498,51.24070898,5124.070898
E05000340,290001.06000706,"29",609996.39002687,"61",823390.69189286,"82",680001.12998034,"68",650827.44190398,"65",1623844.64819983,"162",Uxbridge North,Hillingdon,4641168.865,1597111.817,1064289.415,4,5,1,4,5,1,0.4,1.2,3.4,1.22377543162212,Uxbridge North,464.118,Hillingdon,Uxbridge North,Hillingdon,Uxbridge North,"2022","18051",463.3,4.633,38.96179581,3896.179581
E05000341,421223.79292691,"42",1131203.06644004,"114",683828.87682332,"68",358085.74461338,"36",138169.22838491,"14",364107.87626344,"37",Uxbridge South,Hillingdon,3114475.56,807298.9338,441668.5527,0,3,1,2,2,0.6,0.8,1.4,1.2,0.182321556793955,Uxbridge South,311.447,Hillingdon,Uxbridge South,Hillingdon,Uxbridge South,"2022","16075",311.7,3.117,51.57202438,5157.202438
E05000342,409999.89004452,"41",1059993.36996133,"106",840004.91998122,"84",330000.23001525,"33",302879.45828974,"30",521268.16104569,"52",West Drayton,Hillingdon,3490743.855,1115167.655,243324.9039,2,3,0,3,3,0.8,0.6,1.4,2.4,0.8754687373539,West Drayton,349.07,Hillingdon,West Drayton,Hillingdon,West Drayton,"2022","19074",349,3.49,54.65329513,5465.329513
E05000343,449995.97013809,"45",880005.88989495,"88",649999.51988217,"65",440004.70002965,"44",299999.32000776,"30",1699996.69004055,"170",West Ruislip,Hillingdon,4387400.925,2170063.31,1222145.315,0,3,0,2,1,0.6,0.4,1,1.2,0.182321556793955,West Ruislip,438.74,Hillingdon,West Ruislip,Hillingdon,West Ruislip,"2022","12463",439,4.39,28.38952164,2838.952164
E05000344,200002.17996261,"20",599999.44004707,"60",740001.44001995,"74",360001.19993977,"36",240004.47006783,"24",199999.20991406,"20",Yeading,Hillingdon,2321228.17,775368.3707,458314.334,0,2,0,2,1,0.6,0.6,1.2,1,0,Yeading,232.126,Hillingdon,Yeading,Hillingdon,Yeading,"2022","14976",233.2,2.332,64.21955403,6421.955403
E05000345,510004.17994908,"51",1040001.14001086,"104",800000.82999966,"80",479995.23994288,"48",380006.02001115,"38",823744.95378701,"83",Yiewsley,Hillingdon,4022507.795,1662256.269,581989.2321,1,2,0,2,3,0.6,0.6,1.4,1.8,0.587786664902119,Yiewsley,402.251,Hillingdon,Yiewsley,Hillingdon,Yiewsley,"2022","15986",401.3,4.013,39.83553451,3983.553451
E05000346,289995.93990561,"29",859998.38020106,"86",750007.34986283,"75",469996.12010767,"47",180000.85991888,"18",1905860.80463144,"190",Bedfont,Hounslow,4448397.25,2333921.042,1100063.063,0,1,1,2,1,0.8,0.4,1,1,0,Bedfont,444.841,Hounslow,Bedfont,Hounslow,Bedfont,"2022","13523",444.7,4.447,30.40926467,3040.926467
E05000347,619998.5801227,"62",780002.02997247,"78",609996.93000496,"61",360000.11997874,"36",120001.06999123,"12",639994.79991537,"64",Brentford,Hounslow,3183527.42,1362148.274,1050808.457,0,3,0,2,0,0.6,0.6,1.2,1.2,0.182321556793955,Brentford,318.351,Hounslow,Brentford,Hounslow,Brentford,"2022","19474",318.7,3.187,61.10448698,6110.448698
E05000348,199999.55998048,"20",409996.44004773,"41",319999.92000847,"32",270000.77000499,"27",199998.69004903,"20",550003.85998927,"55",Chiswick Homefields,Hounslow,2259239.085,953910.1309,470113.4448,0,6,1,2,1,0.8,0.4,1.4,2.4,0.8754687373539,Chiswick Homefields,225.923,Hounslow,Chiswick Homefields,Hounslow,Chiswick Homefields,"2022","12018",225.6,2.256,53.2712766,5327.12766
E05000349,359996.90006552,"36",659996.13987654,"66",570000.85010994,"57",129997.44995754,"13",50001.23000769,"5",140001.39999232,"14",Chiswick Riverside,Hounslow,2080063.76,731535.0265,574515.0968,0,4,1,2,1,0.6,0.8,1.4,2,0.693147180559945,Chiswick Riverside,208.007,Hounslow,Chiswick Riverside,Hounslow,Chiswick Riverside,"2022","11867",208.1,2.081,57.02546852,5702.546852
E05000350,299999.34000925,"30",619995.54999046,"62",600002.05994648,"60",380004.71006971,"38",259998.47005851,"26",540000.88995013,"54",Cranford,Hounslow,2726265.685,719761.4459,510519.9808,0.5,5,1,3,5,0.8,0.6,1.4,2.2,0.78845736036427,Cranford,272.63,Hounslow,Cranford,Hounslow,Cranford,"2022","13358",272.3,2.723,49.05618803,4905.618803
E05000351,379995.60987782,"38",590001.06999289,"59",510000.24000773,"51",559995.13993628,"56",440000.34018486,"44",940007.06992976,"94",Feltham North,Hounslow,3384547.885,1253898.083,576627.551,1,3,0,4,3,0.8,0.4,1.2,2.2,0.78845736036427,Feltham North,338.448,Hounslow,Feltham North,Hounslow,Feltham North,"2022","12994",338.4,3.384,38.39834515,3839.834515
E05000352,265256.0431292,"27",517437.68733745,"52",558914.16856594,"55",261168.02689335,"26",249999.23992827,"25",1327215.91129386,"133",Feltham West,Hounslow,3181054.92,1316530.684,1146973.628,0,1,1,1,2,0.8,0.4,1.2,1,0,Feltham West,318.105,Hounslow,Feltham West,Hounslow,Feltham West,"2022","16214",318.2,3.182,50.95537398,5095.537398
E05000353,379072.83634748,"38",659671.68746718,"66",999225.71437305,"100",494007.21185061,"49",200804.27258101,"20",479765.41206575,"47",Hanworth,Hounslow,3232593.54,1474650.599,110240.3196,1,5,0,4,5,0.8,0.6,1.4,3.2,1.16315080980568,Hanworth,323.258,Hounslow,Hanworth,Hounslow,Hanworth,"2022","12174",325.1,3.251,37.4469394,3744.69394
E05000354,450004.07995553,"45",809993.42005478,"81",1010008.97996802,"101",720002.1799627,"72",209998.45004484,"21",479999.25996737,"48",Hanworth Park,Hounslow,3661218.815,1515800.001,992012.4478,1,5,0,2,2,0.8,0.6,1.4,1.8,0.587786664902119,Hanworth Park,366.126,Hounslow,Hanworth Park,Hounslow,Hanworth Park,"2022","12730",364.1,3.641,34.96292227,3496.292227
E05000355,329998.39987933,"33",759998.29010612,"76",449998.33996063,"45",110000.52998598,"11",19998.49002862,"2",,,Heston Central,Hounslow,1684780.285,265397.6247,106665.7233,5,5,1,5,4,1,0.8,1.6,5.2,1.64865862558738,Heston Central,168.478,Hounslow,Heston Central,Hounslow,Heston Central,"2022","13622",168.5,1.685,80.84272997,8084.272997
E05000356,470008.48005,"47",869995.23996862,"87",500001.84996893,"50",80001.08997103,"8",,,159998.91006066,"16",Heston East,Hounslow,2059105.165,558118.2014,270432.14,0,2,0,1,3,0.8,0.8,1.6,1.4,0.336472236621213,Heston East,205.913,Hounslow,Heston East,Hounslow,Heston East,"2022","14415",200.4,2.004,71.93113772,7193.113772
E05000357,430003.10997936,"43",900001.44002434,"90",670000.27007486,"67",470000.61988459,"47",179999.24998,"18",1169994.5200412,"117",Heston West,Hounslow,3826595.305,1497453.222,523566.8991,0,2,0,2,2,0.6,0.6,1.2,1.2,0.182321556793955,Heston West,382.657,Hounslow,Heston West,Hounslow,Heston West,"2022","13143",383,3.83,34.31592689,3431.592689
E05000358,240001.08007503,"24",460000.30995629,"46",670002.13004826,"67",249996.10991525,"25",69998.89002494,"7",50001.20000752,"5",Hounslow Central,Hounslow,1733934.715,192065.9028,140456.4163,2,3,0,2,4,0.8,0.6,1.4,2,0.693147180559945,Hounslow Central,173.393,Hounslow,Hounslow Central,Hounslow,Hounslow Central,"2022","21737",173.6,1.736,125.2131336,12521.31336
E05000359,259995.66004433,"26",559997.89011655,"56",480003.57980844,"48",250003.24002056,"25",139995.57001129,"14",1060006.16999949,"106",Hounslow Heath,Hounslow,2781817.29,1352108.825,1248743.094,1,2,0,4,4,0.6,0.4,1.2,1.8,0.587786664902119,Hounslow Heath,278.178,Hounslow,Hounslow Heath,Hounslow,Hounslow Heath,"2022","16387",278.7,2.787,58.79799067,5879.799067
E05000360,260001.1699593,"26",380000.0400819,"38",430001.00000713,"43",429998.23995966,"43",210001.28997815,"21",70001.52000801,"7",Hounslow South,Hounslow,1790105.22,320217.775,56.01406368,2,2,0,2,8,0.8,0.6,1.4,2.8,1.02961941718116,Hounslow South,179.011,Hounslow,Hounslow South,Hounslow,Hounslow South,"2022","12342",179.3,1.793,68.83435583,6883.435583
E05000361,370003.98003257,"37",769994.65002402,"77",379998.13989557,"38",70002.3400192,"7",49999.20000216,"5",10000.5700057,"1",Hounslow West,Hounslow,1620144.055,165486.2377,38143.69446,0,2,1,3,1,0.8,0.8,1.6,1.2,0.182321556793955,Hounslow West,162.018,Hounslow,Hounslow West,Hounslow,Hounslow West,"2022","15765",162.1,1.621,97.254781,9725.4781
E05000362,430002.64003135,"43",740002.02995211,"74",469995.4699625,"47",180001.87996151,"18",70000.54004652,"7",70000.7199967,"7",Isleworth,Hounslow,2030914.485,459227.756,176599.5901,1,3,0,2,4,0.8,0.8,1.6,1.6,0.470003629245736,Isleworth,203.089,Hounslow,Isleworth,Hounslow,Isleworth,"2022","12936",203.1,2.031,63.69276219,6369.276219
E05000363,419999.73995613,"42",999998.7999877,"100",959999.92009249,"96",900001.69010374,"90",179996.6598768,"18",2830001.04000105,"283",Osterley and Spring Grove,Hounslow,6277863.015,3407123.414,2638157.906,2,4,0,0,2,0.6,0.4,1,1.8,0.587786664902119,Osterley and Spring Grove,627.784,Hounslow,Osterley and Spring Grove,Hounslow,Osterley and Spring Grove,"2022","14303",633.7,6.337,22.57061701,2257.061701
E05000364,679998.60999587,"68",910004.71997942,"91",390000.63992292,"39",189998.65015686,"19",150000.63989121,"15",379998.25002628,"38",Syon,Hounslow,2853761.575,1211493.049,1024769.594,0,4,1,3,3,0.6,0.8,1.4,1.8,0.587786664902119,Syon,285.378,Hounslow,Syon,Hounslow,Syon,"2022","17990",285.2,2.852,63.07854137,6307.854137
E05000365,390003.18002323,"39",860002.28994549,"86",369996.00008221,"37",100000.59995939,"10",20000.32000041,"2",60000.14999061,"6",Turnham Green,Hounslow,1769511.855,130569.6019,85110.62592,2,4,1,3,3,0.8,0.8,1.6,2.4,0.8754687373539,Turnham Green,176.953,Hounslow,Turnham Green,Hounslow,Turnham Green,"2022","12366",176.6,1.766,70.02265006,7002.265006
E05000366,259999.3199878,"26",209994.62998693,"21",229999.47002433,"23",170000.59997742,"17",,,,,Barnsbury,Islington,830100.87,91595.83619,66033.52235,1,4,0,2,0,0.6,0.8,1.4,1.2,0.182321556793955,Barnsbury,83.012,Islington,Barnsbury,Islington,Barnsbury,"2022","14155",83,0.83,170.5421687,17054.21687
E05000368,249997.05995979,"25",400006.49997739,"40",210002.42006937,"21",200001.51998234,"20",39998.82002891,"4",40000.47996912,"4",Caledonian,Islington,1136132.705,186362.6196,118254.9596,1,9,1,4,4,0.8,0.8,1.6,3.2,1.16315080980568,Caledonian,113.611,Islington,Caledonian,Islington,Caledonian,"2022","16869",113.8,1.138,148.2337434,14823.37434
E05000369,190002.46996734,"19",339999.60002875,"34",220002.33001358,"22",69999.52000403,"7",19999.49998919,"2",,,Canonbury,Islington,807227,116201.7482,87428.55704,6,16,10,8,10,1,0.8,1.8,10,2.30258509299405,Canonbury,80.72,Islington,Canonbury,Islington,Canonbury,"2022","13521",80.7,0.807,167.5464684,16754.64684
E05000371,90000.20998611,"9",239999.21993577,"24",409999.64004505,"41",150002.46002952,"15",9999.7499945,"1",9999.74999469,"1",Finsbury Park,Islington,916267.885,145899.3379,133063.4987,12,39,6,13,22,1,0.6,1.6,18.4,2.91235066461494,Finsbury Park,91.626,Islington,Finsbury Park,Islington,Finsbury Park,"2022","17263",91.6,0.916,188.4606987,18846.06987
E05000372,140002.09997229,"14",279996.26004056,"28",420000.91003415,"42",150002.00999877,"15",20000.31000061,"2",,,Highbury East,Islington,1008084.885,218199.7466,192352.8844,5,8,3,4,4,1,0.6,1.6,4.8,1.56861591791385,Highbury East,100.809,Islington,Highbury East,Islington,Highbury East,"2022","14060",100.4,1.004,140.0398406,14003.98406
E05000373,119999.08998714,"12",279997.52995332,"28",269999.02998322,"27",210000.32001789,"21",160003.17998284,"16",49999.37003473,"5",Highbury West,Islington,1082546.09,115084.2981,76569.31677,2,7,1,1,7,0.8,0.6,1.4,3.2,1.16315080980568,Highbury West,108.254,Islington,Highbury West,Islington,Highbury West,"2022","19003",108.2,1.082,175.6284658,17562.84658
E05000374,270002.89004244,"27",369995.72001567,"37",170001.26995584,"17",20000.3200005,"2",,,,,Hillrise,Islington,824700.14,151200.2215,114823.5112,2,3,2,2,3,0.8,0.8,1.6,1.8,0.587786664902119,Hillrise,82.471,Islington,Hillrise,Islington,Hillrise,"2022","13484",82.5,0.825,163.4424242,16344.24242
E05000375,180000.05998853,"18",450000.14001638,"45",259999.59998569,"26",60000.9600021,"6",,,30000.8900062,"3",Holloway,Islington,1008704.115,170262.2359,132466.8127,1.5,4,1,1,3,0.8,0.8,1.6,2.6,0.955511445027436,Holloway,100.874,Islington,Holloway,Islington,Holloway,"2022","17223",100.9,1.009,170.6937562,17069.37562
E05000376,140001.24004323,"14",309999.58993542,"31",349999.03004232,"35",170001.49998847,"17",9999.74999441,"1",20000.31000051,"2",Junction,Islington,1027499.125,170660.7641,99852.58123,2,4,0,2,3,0.8,0.6,1.4,2,0.693147180559945,Junction,102.75,Islington,Junction,Islington,Junction,"2022","13496",102.8,1.028,131.2840467,13128.40467
E05000377,210001.44994253,"21",459995.27010631,"46",120002.74001569,"12",19999.48998932,"2",,,,,Mildmay,Islington,826793.03,87483.21625,51061.99544,0,4,1,3,5,0.8,0.8,1.6,2.6,0.955511445027436,Mildmay,82.68,Islington,Mildmay,Islington,Mildmay,"2022","14714",82.6,0.826,178.1355932,17813.55932
E05000378,90000.70001464,"9",440000.01004173,"44",239998.0200269,"24",90001.01999661,"9",,,,,St. George's,Islington,845831.585,68885.75376,32504.36659,1,4,0,1,2,0.6,0.8,1.4,1.4,0.336472236621213,St. George's,84.582,Islington,St. George's,Islington,St George's,"2022","14509",84.6,0.846,171.501182,17150.1182
E05000379,60000.12999062,"6",339995.3600225,"34",390002.99007243,"39",70001.36997552,"7",,,,,St. Mary's,Islington,868304.815,83475.03989,50432.13907,289,1513,223,294,981,1,0.6,1.6,660,6.49223983502047,St. Mary's,86.831,Islington,St. Mary's,Islington,St Mary's,"2022","13724",86.9,0.869,157.9286536,15792.86536
E05000381,149999.97999406,"15",320001.7599803,"32",299996.2799624,"30",70001.36997623,"7",,,,,Tollington,Islington,848683.17,112680.9219,92615.40302,3,7,2,5,14,0.8,0.8,1.6,5.8,1.75785791755237,Tollington,84.866,Islington,Tollington,Islington,Tollington,"2022","14725",84.7,0.847,173.8488784,17384.88784
E05000382,69998.68999222,"7",190002.65000018,"19",300000.9500333,"30",29999.90996273,"3",9999.7499945,"1",,,Abingdon,Kensington and Chelsea,630605.71,37086.97605,5253.67242,5,4,6,3,5,1,0.6,1.6,4.6,1.52605630349505,Abingdon,63.06,Kensington and Chelsea,Abingdon,Kensington and Chelsea,Abingdon,"2022","11795",62.9,0.629,187.5198728,18751.98728
E05000383,20000.3300006,"2",80000.45999069,"8",539998.03993352,"54",289998.38002088,"29",20000.3300006,"2",,,Brompton,Kensington and Chelsea,955060.635,103022.2544,15186.22943,1,3,1,3,0,0.8,0.6,1.4,1.6,0.470003629245736,Brompton,95.504,Kensington and Chelsea,Brompton,Kensington and Chelsea,Brompton,"2022","9171",95.5,0.955,96.03141361,9603.141361
E05000384,109997.35998908,"11",450005.24003303,"45",190000.9699777,"19",29998.06999103,"3",29998.25002252,"3",129998.99001493,"13",Campden,Kensington and Chelsea,913694.98,254167.7656,172140.3983,0,9,5,1,10,0.8,0.8,1.6,5,1.6094379124341,Campden,91.37,Kensington and Chelsea,Campden,Kensington and Chelsea,Campden,"2022","8575",91.2,0.912,94.02412281,9402.412281
E05000385,50002.01001821,"5",300004.46002814,"30",40000.65000129,"4",,,,,,,Colville,Kensington and Chelsea,392115.69,41159.56141,16504.33483,116,405,39,77,545,1,0.8,1.8,236.4,5.46552528553194,Colville,39.212,Kensington and Chelsea,Colville,Kensington and Chelsea,Colville,"2022","8161",39.1,0.391,208.7212276,20872.12276
E05000386,79997.24999355,"8",170000.3299955,"17",180000.6600512,"18",50000.3799963,"5",,,,,Courtfield,Kensington and Chelsea,477598.37,63868.70906,11180.72021,62,239,41,47,273,1,0.8,1.8,132.4,4.88582764350291,Courtfield,47.76,Kensington and Chelsea,Courtfield,Kensington and Chelsea,Courtfield,"2022","8558",48.2,0.482,177.5518672,17755.18672
E05000388,80002.12001399,"8",259995.82999259,"26",110001.1899643,"11",10000.5800061,"1",,,,,Earl's Court,Tower Hamlets,458286.175,45741.12274,231.5868915,5,12,0,5,10,0.8,0.8,1.6,6.4,1.85629799036563,Earl's Court,45.828,Kensington and Chelsea,Earl's Court,Kensington and Chelsea,Earl's Court,"2022","10617",45.9,0.459,231.3071895,23130.71895
E05000389,39999.6400398,"4",140000.28,"14",200004.02001691,"20",209993.27995988,"21",20000.31000061,"2",349999.18999273,"35",Golborne,Tower Hamlets,944136.38,326412.8957,52835.00412,116,405,39,77,545,1,0.4,1.4,236.4,5.46552528553194,Golborne,94.413,Kensington and Chelsea,Golborne,Kensington and Chelsea,Golborne,"2022","9683",94.9,0.949,102.0337197,10203.37197
E05000390,139995.94007627,"14",340002.08989754,"34",70000.69999718,"7",9999.7499945,"1",,,,,Hans Town,Tower Hamlets,552343.415,46749.4971,1726.165942,1,3,1,3,0,0.8,0.8,1.6,1.6,0.470003629245736,Hans Town,55.234,Kensington and Chelsea,Hans Town,Kensington and Chelsea,Hans Town,"2022","8789",55.2,0.552,159.2210145,15922.10145
E05000391,179998.88999568,"18",369997.62002116,"37",280003.13998304,"28",100000.61996011,"10",70000.56004672,"7",30000.069995,"3",Holland,Tower Hamlets,1038942.28,288170.717,228804.2528,0,11,0,1,0,0.6,0.8,1.4,2.4,0.8754687373539,Holland,103.896,Kensington and Chelsea,Holland,Kensington and Chelsea,Holland,"2022","9884",103.9,1.039,95.12993263,9512.993263
E05000392,319995.66000269,"32",319999.30994707,"32",70002.35001921,"7",10000.5600056,"1",,,,,Norland,Hackney,723926.73,111263.1204,20476.31619,1,3.5,0,2,2,0.8,0.8,1.6,1.6,0.470003629245736,Norland,72.393,Kensington and Chelsea,Norland,Kensington and Chelsea,Norland,"2022","8625",72.7,0.727,118.6382393,11863.82393
E05000393,120001.7399719,"12",399998.09999557,"40",80001.27000229,"8",10000.5800061,"1",,,9999.7499945,"1",Notting Barns,Hackney,623336.83,58029.81351,32781.12705,2,9,2,2,4,1,0.8,1.8,3.6,1.28093384546206,Notting Barns,62.332,Kensington and Chelsea,Notting Barns,Kensington and Chelsea,Notting Barns,"2022","9341",62.3,0.623,149.9357945,14993.57945
E05000394,170001.12000626,"17",239998.85995492,"24",99999.77003083,"10",,,,,,,Pembridge,Hackney,489053.9,57964.14077,0.0001,1,8,0,4,2,0.8,0.8,1.6,3,1.09861228866811,Pembridge,48.904,Kensington and Chelsea,Pembridge,Kensington and Chelsea,Pembridge,"2022","7604",48.8,0.488,155.8196721,15581.96721
E05000395,119997.91999518,"12",320001.25003286,"32",130003.31002099,"13",19999.48998959,"2",9998.75003352,"1",,,Queen's Gate,Hackney,606444.73,35319.89255,2911.72107,220,807,99,123,758,1,0.8,1.8,401.4,5.99495843636224,Queen's Gate,60.645,Kensington and Chelsea,Queen's Gate,Kensington and Chelsea,Queen's Gate,"2022","9791",60.5,0.605,161.8347107,16183.47107
E05000396,120000.26998049,"12",289999.24003488,"29",140000.18999952,"14",70001.54000742,"7",20001.1500121,"2",59997.30997402,"6",Redcliffe,Hackney,696389.04,195974.8142,160166.2032,116,405,39,77,545,1,0.8,1.8,236.4,5.46552528553194,Redcliffe,69.64,Kensington and Chelsea,Redcliffe,Kensington and Chelsea,Redcliffe,"2022","9365",69.4,0.694,134.9423631,13494.23631
E05000397,99998.7599874,"10",439998.2199858,"44",139998.58006006,"14",20000.3300006,"2",9999.7499945,"1",50001.22000719,"5",Royal Hospital,Hackney,901408.07,388847.1973,143684.4119,220,807,99,123,758,1,0.8,1.8,401.4,5.99495843636224,Royal Hospital,90.143,Kensington and Chelsea,Royal Hospital,Kensington and Chelsea,Royal Hospital,"2022","7214",90.1,0.901,80.06659267,8006.659267
E05000398,180000.69996992,"18",269999.61999556,"27",139999.41998931,"14",30000.0699957,"3",9999.7499945,"1",89999.03999245,"9",St. Charles,Hackney,707812.09,155012.6267,121469.2319,2,18,4,4,4,1,0.8,1.8,6.4,1.85629799036563,St. Charles,70.783,Kensington and Chelsea,St. Charles,Kensington and Chelsea,St Charles,"2022","8994",70.9,0.709,126.854725,12685.4725
E05000399,100000.74999132,"10",110002.20000901,"11",230003.04996988,"23",219999.54999815,"22",,,,,Stanley,Hackney,662356.43,60052.36265,28449.63678,220,807,99,123,758,1,0.6,1.6,401.4,5.99495843636224,Stanley,66.235,Kensington and Chelsea,Stanley,Kensington and Chelsea,Stanley,"2022","8012",66.3,0.663,120.8446456,12084.46456
E05000400,129997.82010399,"13",349999.81997104,"35",560005.58990442,"56",519990.40004382,"52",409997.86999216,"41",728388.97980176,"73",Alexandra,Kingston upon Thames,2685018.6,1172117.995,365355.8495,13,38,4,14,48,1,0.4,1.2,23.4,3.15273602236366,Alexandra,268.506,Kingston upon Thames,Alexandra,Kingston upon Thames,Alexandra,"2022","11224",267.7,2.677,41.92753082,4192.753082
E05000401,229999.57997352,"23",500002.26000158,"50",489996.299978,"49",149999.80996283,"15",59999.94004123,"6",20000.3300006,"2",Berrylands,Kingston upon Thames,1453887.005,158679.4033,80811.72695,1,5,2,3,4,0.8,0.8,1.4,2.4,0.8754687373539,Berrylands,145.39,Kingston upon Thames,Berrylands,Kingston upon Thames,Berrylands,"2022","11145",145.2,1.452,76.75619835,7675.619835
E05000402,339995.75013487,"34",569995.42994351,"57",440000.70001746,"44",240001.20994201,"24",150000.19002702,"15",179997.36000701,"18",Beverley,Kingston upon Thames,1878204.26,496332.178,123931.1801,6,13,5,6,19,1,0.6,1.6,9.2,2.21920348405499,Beverley,187.821,Kingston upon Thames,Beverley,Kingston upon Thames,Beverley,"2022","11913",188,1.88,63.36702128,6336.702128
E05000403,210001.74000721,"21",590002.1799046,"59",319995.27010363,"32",99998.58995611,"10",9998.75003352,"1",,,Canbury,Kingston upon Thames,1242407.585,87401.24097,25170.67616,2,4,2,0,3,0.6,0.8,1.4,1.8,0.587786664902119,Canbury,124.241,Kingston upon Thames,Canbury,Kingston upon Thames,Canbury,"2022","16499",124.1,1.241,132.9492345,13294.92345
E05000404,289997.2299467,"29",582435.89182992,"58",562635.70237409,"56",316323.56867251,"30",54483.8373422,"5",123381.79045119,"12",Chessington North and Hook,Kingston upon Thames,1929804.595,530634.2446,179589.0642,3,9,2,5,10,1,0.6,1.6,5.8,1.75785791755237,Chessington North and Hook,192.98,Kingston upon Thames,Chessington North and Hook,Kingston upon Thames,Chessington North and Hook,"2022","9410",192.9,1.929,48.7817522,4878.17522
E05000405,440000.16990564,"44",1162464.29555707,"116",1004857.43003569,"102",358959.82681494,"36",451214.87172455,"45",4132316.95649833,"416",Chessington South,Kingston upon Thames,7551782.195,5715497.925,790783.8697,0,3,0,2,1,0.6,0,0.8,1.2,0.182321556793955,Chessington South,755.173,Kingston upon Thames,Chessington South,Kingston upon Thames,Chessington South,"2022","11162",755.2,7.552,14.78019068,1478.019068
E05000406,450003.17999764,"45",569999.5499843,"57",459999.79994248,"46",700008.11005735,"70",679999.76990864,"68",1589994.97009471,"159",Coombe Hill,Kingston upon Thames,4421682.16,1862290.45,417408.2399,2,1,0,2,1,0.6,0.2,1,1.4,0.336472236621213,Coombe Hill,442.17,Kingston upon Thames,Coombe Hill,Kingston upon Thames,Coombe Hill,"2022","11277",441,4.41,25.57142857,2557.142857
E05000407,179996.27001319,"18",490004.5799926,"49",370000.67998771,"37",340001.23005216,"34",170000.32999493,"17",39999.8199894,"4",Coombe Vale,Kingston upon Thames,1647111.285,180390.6509,9988.239031,2,10,0,3,4,0.8,0.6,1.4,3.8,1.33500106673234,Coombe Vale,164.71,Kingston upon Thames,Coombe Vale,Kingston upon Thames,Coombe Vale,"2022","10660",164.7,1.647,64.72374013,6472.374013
E05000408,579995.57005118,"58",820007.12009266,"82",320000.29990891,"32",90000.04003552,"9",119999.73996685,"12",79997.27999349,"8",Grove,Kingston upon Thames,1920347.39,453874.5366,171070.9583,1,2,1,3,4,0.8,0.8,1.6,1.8,0.587786664902119,Grove,192.034,Kingston upon Thames,Grove,Kingston upon Thames,Grove,"2022","13882",192,1.92,72.30208333,7230.208333
E05000409,280001.33001145,"28",730002.57993578,"73",230003.08005114,"23",40000.45996951,"4",,,79999.26999813,"8",Norbiton,Kingston upon Thames,1347124.035,464523.9016,267186.244,1,4,1,3,2,0.8,0.8,1.6,2,0.693147180559945,Norbiton,134.711,Kingston upon Thames,Norbiton,Kingston upon Thames,Norbiton,"2022","11937",134.8,1.348,88.55341246,8855.341246
E05000410,217892.61398829,"22",438441.41730457,"44",489996.9999219,"49",370629.79716705,"37",117411.3381786,"12",186412.43798813,"17",Old Malden,Kingston upon Thames,1800152.24,383820.6254,170006.1711,2,6,1,2,4,0.8,0.6,1.4,2.8,1.02961941718116,Old Malden,180.016,Kingston upon Thames,Old Malden,Kingston upon Thames,Old Malden,"2022","10740",180.5,1.805,59.50138504,5950.138504
E05000411,129996.38003161,"13",380003.11996452,"38",389998.49995353,"39",400000.06001641,"40",310000.38004554,"31",519999.00003953,"52",St. James,Kingston upon Thames,2165871.105,609723.1495,136613.9821,3,7,3,2,11,1,0.4,1.2,6.6,1.88706964903238,St. James,216.584,Kingston upon Thames,St. James,Kingston upon Thames,St James,"2022","9945",216.7,2.167,45.89293955,4589.293955
