gss_code,five_min_area,count_5m,ten_min_area,count_10m,fifteen_min_area,count_15m,twenty_min_area,count_20m,twenty_five_min_area,count_25m,twenty_five_plus_area,count_25_plus,ward_name.x,borough_name,borough_area,os_area,open_space_with_access,med_caring,med_enjoying,med_learning,med_living,med_supplying,med_div_score,med_prox_score,med_total_score,med_func_comp,med_log_func_comp,ward_name.y,ward_hectares,borough.x,ward_name2,borough.y,ward_name,year,population,hectares,square_kilometres,population_per_hectare,population_per_square_kilometre
E05000163,250002.62004093,"25",600005.76004393,"60",740003.00999108,"74",359996.6200829,"36",349996.33997848,"35",520000.48994732,"52",Shirley,Croydon,2805410.275,449800.541,295437.7001,2,5,3,3,4,1,0.6,1.4,3.4,1.22377543162212,Shirley,280.541,Croydon,Shirley,Croydon,Shirley,"2022","14315",280,2.8,51.125,5112.5
E05000164,440001.85992988,"44",850004.42012285,"85",619999.75994816,"62",350000.19003556,"35",99998.44000518,"10",19999.48998959,"2",South Norwood,Croydon,2378172.075,415893.8744,361348.7637,1,2,1,2,0,0.8,0.8,1.4,1.4,0.336472236621213,South Norwood,237.817,Croydon,South Norwood,Croydon,South Norwood,"2022","17584",238.1,2.381,73.85132297,7385.132297
E05000165,289997.61000969,"29",779995.77001169,"78",449998.19001107,"45",110001.97997721,"11",60000.10998991,"6",,,Thornton Heath,Croydon,1681076.455,187732.3623,161508.4889,1,3,0,3,3,0.8,0.8,1.6,1.8,0.587786664902119,Thornton Heath,168.107,Croydon,Thornton Heath,Croydon,Thornton Heath,"2022","17578",168.1,1.681,104.5687091,10456.87091
E05000166,370001.48999735,"37",599997.77002407,"60",509997.61002182,"51",569997.3599663,"57",349999.70000453,"35",200003.84998424,"20",Upper Norwood,Croydon,2623289.07,509757.4348,200125.2668,0,2,1,4,3,0.6,0.6,1.4,1.8,0.587786664902119,Upper Norwood,262.328,Croydon,Upper Norwood,Croydon,Upper Norwood,"2022","16951",262,2.62,64.69847328,6469.847328
E05000167,520000.51993344,"52",1359997.84997237,"136",769999.16006529,"77",219999.71002918,"22",230000.08000407,"23",520000.58997979,"52",Waddon,Croydon,3647573.68,1191512.083,880239.075,1,4,2,3,5,0.8,0.8,1.6,2.2,0.784307958956923,Waddon,364.759,Croydon,Waddon,Croydon,Waddon,"2022","18640",364.4,3.644,51.15257958,5115.257958
E05000168,379999.02995448,"38",789998.29005528,"79",480004.87001554,"48",239999.17002007,"24",30000.0799951,"3",50001.19000701,"5",West Thornton,Croydon,1971151.485,369497.4089,10744.27341,2,7,4,4,12,1,0.8,1.6,4.8,1.56861591791385,West Thornton,197.117,Croydon,West Thornton,Croydon,West Thornton,"2022","19495",197.4,1.974,98.75886525,9875.886525
E05000169,279998.18999892,"28",740001.0099892,"74",649999.10006336,"65",120000.1099481,"12",149999.15998327,"15",220003.33997499,"22",Woodside,Croydon,2166519.235,721393.123,593633.6023,0,2,2,2,2,0.8,0.6,1.4,1.2,0.182321556793955,Woodside,216.651,Croydon,Woodside,Croydon,Woodside,"2022","17118",216.7,2.167,78.99400092,7899.400092
E05000170,219999.91006174,"22",649999.78994494,"65",530001.03995595,"53",219999.72994677,"22",40000.6300008,"4",120000.9200432,"12",Acton Central,Ealing,1774621.01,430128.2809,156510.4732,6,12,2,14,20,1,0.6,1.6,10.8,2.37954613413017,Acton Central,177.463,Ealing,Acton Central,Ealing,Acton Central,"2022","16529",177.5,1.775,93.12112676,9312.112676
E05000171,320002.33999503,"32",740002.83996327,"74",449988.4801355,"45",420001.24993102,"42",169999.46998262,"17",100001.6200036,"10",Cleveland,Ealing,2228553.765,774399.7182,339870.5979,1,3,1,2,0,0.8,0.6,1.4,1.4,0.336472236621213,Cleveland,222.856,Ealing,Cleveland,Ealing,Cleveland,"2022","15774",223.2,2.232,70.67204301,7067.204301
E05000172,340003.21997462,"34",700002.62002619,"70",599995.58998707,"60",339998.63006629,"34",99998.12992589,"10",180003.7300164,"18",Dormers Wells,Ealing,2257269.74,1068289.848,361055.7131,2,5,1,3,4,0.8,0.6,1.4,3.8,1.33500106673234,Dormers Wells,225.73,Ealing,Dormers Wells,Ealing,Dormers Wells,"2022","14939",225.9,2.259,66.13103143,6613.103143
E05000173,180000.67996843,"18",609996.42002652,"61",640003.30999424,"64",369996.39999497,"37",60001.78001299,"6",,,Ealing Broadway,Ealing,1856765.62,113679.081,4967.568212,2,3,3,3,0,0.8,0.6,1.4,1.4,0.336472236621213,Ealing Broadway,185.676,Ealing,Ealing Broadway,Ealing,Ealing Broadway,"2022","16780",185.7,1.857,90.36079698,9036.079698
E05000174,210002.60001825,"21",730002.31998848,"73",550001.72001833,"55",389993.98001331,"39",240001.84000261,"24",10000.570006,"1",Ealing Common,Ealing,2141052.39,475391.3995,191491.8181,0,3,0,2,2,0.4,0.6,1.2,1.4,0.336472236621213,Ealing Common,214.106,Ealing,Ealing Common,Ealing,Ealing Common,"2022","14275",214,2.14,66.70560748,6670.560748
E05000175,909991.34996475,"91",1750002.2898717,"175",1000010.13022771,"100",310001.90002036,"31",109998.99993012,"11",169999.14008368,"17",East Acton,Ealing,4275907.42,838564.0685,241561.3779,0,2,0,2,1,0.6,0.8,1.4,1.2,0.182321556793955,East Acton,427.588,Ealing,East Acton,Ealing,East Acton,"2022","26308",427.2,4.272,61.582397,6158.2397
E05000176,300001.98999304,"30",720000.35007271,"72",570001.90990557,"57",300005.96001833,"30",90001.81000907,"9",19997.50006704,"2",Elthorne,Ealing,1999652.96,683414.7036,539511.0205,3,4,1,4,13,1,0.8,1.6,5,1.6094379124341,Elthorne,199.963,Ealing,Elthorne,Ealing,Elthorne,"2022","17242",200,2,86.21,8621
E05000177,630000.02005425,"63",970006.26999692,"97",349998.49009431,"35",360000.81995939,"36",59999.1500295,"6",160000.53991893,"16",Greenford Broadway,Ealing,2516688.41,658323.5342,529633.9525,4,6,1,4,6,0.8,0.8,1.6,3.3,1.18977306706509,Greenford Broadway,251.669,Ealing,Greenford Broadway,Ealing,Greenford Broadway,"2022","18728",252.2,2.522,74.25852498,7425.852498
E05000178,319999.42997859,"32",940003.87991692,"94",829995.72005947,"83",520000.97006002,"52",209995.27996586,"21",529998.89999835,"53",Greenford Green,Ealing,3384776.055,763484.3303,334025.6985,1,6,1,3,14,1,0.6,1.4,5.6,1.7227665977411,Greenford Green,338.477,Ealing,Greenford Green,Ealing,Greenford Green,"2022","17905",338.1,3.381,52.95770482,5295.770482
E05000179,269999.31993246,"27",1109995.69002858,"111",820006.05005037,"82",499998.15994378,"50",239998.20997638,"24",340002.58007736,"34",Hanger Hill,Ealing,3277212.805,875145.1196,216923.7161,1,5,1,3,5,0.8,0.6,1.4,2.6,0.955511445027436,Hanger Hill,327.724,Ealing,Hanger Hill,Ealing,Hanger Hill,"2022","16088",327.4,3.274,49.1386683,4913.86683
E05000180,259998.00996267,"26",720002.20012843,"72",599996.09000066,"60",269995.73987233,"27",189997.3500331,"19",200002.17996347,"20",Hobbayne,Ealing,2209359.29,797196.1142,368415.7686,3,10,2,4,12,0.8,0.6,1.4,5.8,1.75785791755237,Hobbayne,220.937,Ealing,Hobbayne,Ealing,Hobbayne,"2022","14472",220.8,2.208,65.54347826,6554.347826
E05000181,490002.80002135,"49",929992.32000897,"93",100000.7599922,"10",,,19999.4899896,"2",,,Lady Margaret,Ealing,1541809.995,298907.057,219707.2612,3,4,0.5,2,9,0.8,0.8,1.6,3.6,1.28093384546206,Lady Margaret,154.182,Ealing,Lady Margaret,Ealing,Lady Margaret,"2022","13894",153.9,1.539,90.27940221,9027.940221
E05000182,89997.38996975,"9",349999.1899091,"35",489996.12011184,"49",250005.4999396,"25",149998.54000332,"15",220002.37001295,"22",Northfield,Ealing,1540105.73,394527.2366,190940.1615,0,4,3,2,2,0.6,0.6,1.2,1.2,0.182321556793955,Northfield,154.011,Ealing,Northfield,Ealing,Northfield,"2022","14022",153.5,1.535,91.3485342,9134.85342
E05000183,250002.62004243,"25",849998.68004063,"85",600003.5900046,"60",780001.55982631,"78",309998.51007198,"31",519999.64002001,"52",North Greenford,Ealing,3257412.955,1734926.848,1022607.918,2,4,1,2,5,0.8,0.6,1.4,2.4,0.8754687373539,North Greenford,325.737,Ealing,North Greenford,Ealing,North Greenford,"2022","15259",324.8,3.248,46.9796798,4697.96798
E05000184,220004.32001824,"22",699995.62003364,"70",680007.54990977,"68",439993.69994447,"44",210000.77004685,"21",539995.83998111,"54",Northolt Mandeville,Ealing,2756666.435,950983.437,705455.6922,1,2,0,2,2,0.8,0.6,1.4,1.6,0.470003629245735,Northolt Mandeville,275.664,Ealing,Northolt Mandeville,Ealing,Northolt Mandeville,"2022","15710",275.2,2.752,57.08575581,5708.575581
E05000185,269999.9199112,"27",730005.16001935,"73",460000.84005258,"46",600000.95994035,"60",299997.71000401,"30",1140000.54014138,"114",Northolt West End,Ealing,3545385.285,1997822.737,746259.4442,2,5,0.5,2,8,0.8,0.4,1.2,3.8,1.33500106673234,Northolt West End,354.536,Ealing,Northolt West End,Ealing,Northolt West End,"2022","14548",354.8,3.548,41.00338219,4100.338219
E05000186,529998.22010218,"53",1149999.41001047,"115",640003.339911,"64",349998.19986852,"35",259996.84011943,"26",860003.71000538,"86",Norwood Green,Ealing,3796151.21,2070628.062,947498.8692,2,1,1,2,5,0.8,0.6,1.4,1.8,0.587786664902119,Norwood Green,379.609,Ealing,Norwood Green,Ealing,Norwood Green,"2022","17402",379.4,3.794,45.86715867,4586.715867
E05000187,599995.08987541,"60",980004.75004797,"98",810007.13014951,"81",319999.46997829,"32",169999.5300671,"17",509999.75999296,"51",Perivale,Ealing,3367722.725,1289367.201,582092.6032,3,4,0,3,9,0.8,0.6,1.4,3.8,1.33500106673234,Perivale,336.775,Ealing,Perivale,Ealing,Perivale,"2022","15917",336.5,3.365,47.30163447,4730.163447
E05000188,480001.85003577,"48",739994.36999764,"74",369999.73002244,"37",99999.61991614,"10",39998.80002892,"4",29999.87996329,"3",South Acton,Ealing,1719218.815,300636.5866,21771.37368,0,5,0,4,4.5,0.6,0.8,1.4,2.8,1.02961941718116,South Acton,171.92,Ealing,South Acton,Ealing,South Acton,"2022","18939",171.9,1.719,110.1745201,11017.45201
E05000189,140000.24999912,"14",320002.90989276,"32",379993.4401702,"38",330000.839996,"33",189998.65999051,"19",240003.00999648,"24",Southall Broadway,Ealing,1617198.305,228441.2384,151873.8655,2,5,2,4,9,0.7,0.6,1.2,1.8,0.587786664902119,Southall Broadway,161.725,Ealing,Southall Broadway,Ealing,Southall Broadway,"2022","17314",162.2,1.622,106.7447596,10674.47596
E05000190,210001.63997437,"21",570004.79003615,"57",430000.31996316,"43",189996.61006893,"19",89998.81996012,"9",139998.60005982,"14",Southall Green,Ealing,1586170.275,258506.4098,126716.5721,4,2,1,3,6,1,0.6,1.6,2.2,0.78845736036427,Southall Green,158.616,Ealing,Southall Green,Ealing,Southall Green,"2022","18242",158.5,1.585,115.0914826,11509.14826
E05000191,490003.29005046,"49",689997.15991514,"69",190002.27001871,"19",49999.55998528,"5",,,,,Southfield,Ealing,1428682.74,203991.696,102728.8667,2,3,1,2,2,0.8,0.8,1.6,2.6,0.955511445027436,Southfield,142.869,Ealing,Southfield,Ealing,Southfield,"2022","13915",143.5,1.435,96.96864111,9696.864111
E05000192,119998.90003843,"12",420001.24001379,"42",610003.37000208,"61",299998.99994492,"30",9998.75003352,"1",,,Walpole,Ealing,1465968.165,295013.3475,250795.4009,27,104,16,27,84,1,0.6,1.6,51.6,3.94352167248752,Walpole,146.596,Ealing,Walpole,Ealing,Walpole,"2022","13715",146.6,1.466,93.55388813,9355.388813
E05000193,160003.41001866,"16",770006.6900148,"77",459997.67005632,"46",89994.52003784,"9",30000.0799951,"3",10000.570006,"1",Bowes,Enfield,1483364.75,226448.5364,120481.6669,0,2,2,1,2,0.8,0.8,1.4,1,0,Bowes,148.337,Enfield,Bowes,Enfield,Bowes,"2022","15237",148.5,1.485,102.6060606,10260.60606
E05000194,389992.1800412,"39",1009998.24991513,"101",590006.20007864,"59",260002.13000311,"26",169999.12992109,"17",109999.5500248,"11",Bush Hill Park,Enfield,2524491.935,746958.1797,483138.1305,2,3,1,3,3,1,0.8,1.4,2.8,1.02961941718116,Bush Hill Park,252.449,Enfield,Bush Hill Park,Enfield,Bush Hill Park,"2022","14971",252.6,2.526,59.26761679,5926.761679
E05000195,1013508.33738387,"102",849901.87681543,"85",691356.05257364,"69",884848.60446774,"89",390001.2799842,"39",13118313.7649166,"1310",Chase,Enfield,16935433.46,13809436.59,3061531.627,2,2,1,1,0,0.8,0,0.8,1.4,0.336472236621213,Chase,1693.541,Enfield,Chase,Enfield,Chase,"2022","14711",1694.4,16.944,8.682129367,868.2129367
E05000196,560007.64999262,"56",609998.19998185,"61",730005.04021829,"73",722211.61392423,"72",462242.60834516,"46",7290972.7777547,"728",Cockfosters,Enfield,10412778.09,7161200.289,2289718.43,2,2,1,2,1,0.8,0,1,1.6,0.470003629245736,Cockfosters,1041.279,Enfield,Cockfosters,Enfield,Cockfosters,"2022","16550",1040.7,10.407,15.90275776,1590.275776
E05000197,389997.96002092,"39",970002.71001664,"97",639999.61993371,"64",349998.9799629,"35",99996.95009757,"10",679998.74996116,"68",Edmonton Green,Enfield,3126438.855,1038244.992,825675.0211,1,3,2,1,7,0.8,0.6,1.6,2.4,0.8754687373539,Edmonton Green,312.642,Enfield,Edmonton Green,Enfield,Edmonton Green,"2022","19306",312.9,3.129,61.70022371,6170.022371
E05000198,469997.05002025,"47",1020006.00997878,"102",950003.15999609,"95",704798.87293216,"71",169997.00994969,"17",1327012.81223203,"133",Enfield Highway,Enfield,4636587.145,1881744.624,1572348.861,0,3,0,2,1,0.6,0.6,1,1.2,0.182321556793955,Enfield Highway,463.653,Enfield,Enfield Highway,Enfield,Enfield Highway,"2022","16995",463.9,4.639,36.63505066,3663.505066
E05000199,330001.38001005,"33",951207.77703114,"95",566891.53926758,"56",462255.03347849,"44",199998.34998667,"20",752928.45860039,"76",Enfield Lock,Enfield,3252246.835,1286744.534,974607.7077,1,4,1,4,3,0.8,0.6,1.4,2.4,0.8754687373539,Enfield Lock,325.231,Enfield,Enfield Lock,Enfield,Enfield Lock,"2022","18472",325.1,3.251,56.81944017,5681.944017
E05000200,279998.84997696,"28",780006.39000858,"78",760000.77996258,"76",569999.90998384,"57",240000.22997994,"24",680000.87008194,"68",Grange,Enfield,3285150.77,900396.01,219529.4831,8,3,1,5,3,0.8,0.6,1.4,3.2,1.16315080980568,Grange,328.516,Enfield,Grange,Enfield,Grange,"2022","14521",328.6,3.286,44.19050517,4419.050517
E05000201,330000.04006808,"33",710001.07994401,"71",349996.33997453,"35",199996.69012912,"20",69998.89002493,"7",99999.80994849,"10",Haselbury,Enfield,1796006.6,484291.6036,98655.58119,0,4,0,2,3,0.6,0.8,1.4,1.6,0.470003629245736,Haselbury,179.602,Enfield,Haselbury,Enfield,Haselbury,"2022","17620",179.7,1.797,98.0523094,9805.23094
E05000202,229995.24998461,"23",760001.5000239,"76",949996.87988562,"95",670001.44998508,"67",559996.11997889,"56",1980009.57001386,"198",Highlands,Enfield,5088027.345,2867696.853,195230.9756,2,2,1,1,3,0.8,0.4,1.2,1.8,0.587786664902119,Highlands,508.803,Enfield,Highlands,Enfield,Highlands,"2022","14969",508.8,5.088,29.4202044,2942.02044
E05000203,350002.69006842,"35",1059995.95984759,"106",479998.16000734,"48",760003.16004489,"76",200000.57002219,"20",1140002.94004518,"114",Jubilee,Enfield,3928319.1,2381909.208,2045836.017,1,3,1,2,3,0.8,0.4,1.4,1.6,0.470003629245736,Jubilee,392.833,Enfield,Jubilee,Enfield,Jubilee,"2022","14860",391.8,3.918,37.92751404,3792.751404
E05000204,479999.21004954,"48",659999.25995711,"66",170002.14996778,"17",140000.41003154,"14",179998.40996646,"18",520002.30000354,"52",Lower Edmonton,Enfield,2182477.385,886195.8901,475963.4114,1,3,0,4,3,0.8,0.8,1.4,2.2,0.78845736036427,Lower Edmonton,218.248,Enfield,Lower Edmonton,Enfield,Lower Edmonton,"2022","17750",217.5,2.175,81.6091954,8160.91954
E05000205,300002.46002107,"30",719993.38993726,"72",770004.39002975,"77",150001.17998728,"15",10000.5800061,"1",,,Palmers Green,Enfield,1942128.46,299230.2345,127076.75,2,2,1,0,5,0.6,0.8,1.4,1,0,Palmers Green,194.212,Enfield,Palmers Green,Enfield,Palmers Green,"2022","16605",194.1,1.941,85.54868624,8554.868624
E05000206,380000.42006302,"38",919996.87985431,"92",679999.92995863,"68",179996.57007679,"18",80002.89002411,"8",1300199.90409618,"129",Ponders End,Enfield,3542952.73,1576621.238,1347340.613,1,1,2,1,0,0.8,0.6,1.2,1,0,Ponders End,354.296,Enfield,Ponders End,Enfield,Ponders End,"2022","17929",354.5,3.545,50.57545839,5057.545839
E05000207,379996.00999039,"38",1020005.03996796,"102",649996.22009912,"65",360002.5299293,"36",129997.99997225,"13",290004.23000331,"29",Southbury,Enfield,2867065.19,838879.8794,599272.7064,1,3,0,2,4,0.6,0.6,1.2,2.6,0.955511445027436,Southbury,286.704,Enfield,Southbury,Enfield,Southbury,"2022","16284",286.4,2.864,56.8575419,5685.75419
E05000208,450005.49998278,"45",709999.72991696,"71",779997.13011829,"78",370001.29988228,"37",219999.8899795,"22",169998.62005558,"17",Southgate,Enfield,2687232.28,729559.1135,313475.1918,1,7,1,4,5,0.8,0.6,1.4,3,1.09861228866811,Southgate,268.727,Enfield,Southgate,Enfield,Southgate,"2022","16343",269.1,2.691,60.73206986,6073.206986
E05000209,339993.5499319,"34",640004.41012109,"64",679997.26997152,"68",530004.06992294,"53",320001.40006555,"32",109998.70001325,"11",Southgate Green,Enfield,2613527.38,539359.8857,418575.9961,1,4,2,1,3,1,0.6,1.4,1.8,0.587786664902119,Southgate Green,261.351,Enfield,Southgate Green,Enfield,Southgate Green,"2022","16380",261.7,2.617,62.59075277,6259.075277
E05000210,589995.56999748,"59",1010004.30001193,"101",389995.80006559,"39",109994.69000571,"11",10000.5800061,"1",70001.3599769,"7",Town,Enfield,2231375.86,357907.4322,73578.05097,2,4,1,3,3,1,0.8,1.8,2.6,0.955511445027436,Town,223.14,Enfield,Town,Enfield,Town,"2022","16169",223.3,2.233,72.40931482,7240.931482
E05000211,180002.33999254,"18",521875.38248204,"52",625901.00798111,"62",393841.99884932,"41",209995.64994614,"21",330000.01998371,"33",Turkey Street,Enfield,2261497.85,689675.997,411057.431,4,17,4,7,12,1,0.6,1.2,9.2,2.21920348405499,Turkey Street,226.15,Enfield,Turkey Street,Enfield,Turkey Street,"2022","15596",225.7,2.257,69.10057599,6910.057599
E05000212,340000.96989016,"34",930014.33007209,"93",830010.04000318,"83",319999.45997742,"32",130000.5199207,"13",119996.91003452,"12",Upper Edmonton,Enfield,2642413.015,463770.6467,248895.9702,2,3,1,3,5,0.8,0.6,1.4,2.4,0.8754687373539,Upper Edmonton,264.24,Enfield,Upper Edmonton,Enfield,Upper Edmonton,"2022","24077",265.1,2.651,90.8223312,9082.23312
E05000213,419998.55004649,"42",800000.71003163,"80",669998.61997258,"67",400001.41987602,"40",340001.66003496,"34",129996.47999682,"13",Winchmore Hill,Enfield,2760676.3,694921.3801,407309.3677,2,14,3,5,13,1,0.6,1.4,8,2.07944154167984,Winchmore Hill,276.07,Enfield,Winchmore Hill,Enfield,Winchmore Hill,"2022","14647",275.7,2.757,53.12658687,5312.658687
E05000214,469997.26993732,"47",980002.39997569,"98",470007.57003958,"47",250001.51999871,"25",90001.85000868,"9",409997.98004004,"41",Abbey Wood,Greenwich,2657218.385,1168258.513,900375.5239,2,1,0,2,1,0.6,0.8,1.4,1.4,0.336472236621213,Abbey Wood,265.721,Greenwich,Abbey Wood,Greenwich,Abbey Wood,"2022","16084",265.3,2.653,60.62570675,6062.570675
E05000215,540005.49001744,"54",550003.0298949,"55",589989.50006352,"59",240000.0399496,"24",59997.32005645,"6",160000.90998249,"16",Blackheath Westcombe,Greenwich,2138135.17,329971.9385,139679.3697,2,9.5,1,4,6.5,0.8,0.8,1.6,5.1,1.61973122923829,Blackheath Westcombe,213.815,Greenwich,Blackheath Westcombe,Greenwich,Blackheath Westcombe,"2022","13472",213.8,2.138,63.0121609,6301.21609
E05000216,260000.54006335,"26",720005.97003941,"72",619998.43000596,"62",309998.87997275,"31",60000.1399904,"6",59999.3099798,"6",Charlton,Greenwich,2031218.67,640772.1189,379847.1621,2,7,1,4,3,1,0.6,1.6,3,1.09861228866811,Charlton,203.12,Greenwich,Charlton,Greenwich,Charlton,"2022","15254",203.4,2.034,74.99508358,7499.508358
E05000217,299997.84987111,"30",600000.94010403,"60",759995.85990824,"76",490004.56007642,"49",220000.01992963,"22",200000.2200401,"20",Coldharbour and New Eltham,Greenwich,2549308.43,510587.1844,417706.3979,2,8,2,8,6,0.8,0.6,1.4,5.6,1.7227665977411,Coldharbour and New Eltham,254.935,Greenwich,Coldharbour and New Eltham,Greenwich,Coldharbour and New Eltham,"2022","13594",254.9,2.549,53.33071793,5333.071793
E05000218,260003.15004875,"26",790006.8699834,"79",589998.37993019,"59",230000.08000413,"23",169999.13000236,"17",579993.97002698,"58",Eltham North,Greenwich,2555148.71,628001.0789,566519.8549,0,2,1,4,1,0.6,0.6,1.2,1.6,0.470003629245736,Eltham North,255.512,Greenwich,Eltham North,Greenwich,Eltham North,"2022","12607",255,2.55,49.43921569,4943.921569
E05000219,210001.15994572,"21",789998.480068,"79",780001.51010658,"78",689993.49997031,"69",630000.80998628,"63",1540005.41998217,"154",Eltham South,Greenwich,4626431.625,2526902.347,1085493.588,1,7,3,3,5,1,0.4,1.2,3.6,1.28093384546206,Eltham South,462.641,Greenwich,Eltham South,Greenwich,Eltham South,"2022","12879",462.7,4.627,27.83444997,2783.444997
E05000220,299999.46995982,"30",860000.14006077,"86",770002.94007035,"77",229995.93987988,"23",119997.75004642,"12",129999.00001454,"13",Eltham West,Greenwich,2425644.585,739631.0822,482362.253,1,4,0,4,3,0.8,0.6,1.6,2.6,0.955511445027436,Eltham West,242.564,Greenwich,Eltham West,Greenwich,Eltham West,"2022","16469",242.6,2.426,67.88540808,6788.540808
E05000221,299997.00010536,"30",530002.66989516,"53",470001.30002674,"47",170003.14001039,"17",59998.93999772,"6",,,Glyndon,Greenwich,1701959.525,554401.1793,432815.114,1,4,1,2,3,1,0.8,1.6,2.8,1.02961941718116,Glyndon,170.196,Greenwich,Glyndon,Greenwich,Glyndon,"2022","19618",170.4,1.704,115.129108,11512.9108
E05000222,210005.40003622,"21",149998.35997001,"15",369996.50002729,"37",489996.36994328,"49",629995.71996631,"63",690002.64999955,"69",Greenwich West,Greenwich,2792374.675,1369413.217,1215579.781,28,207,28,40,118,1,0.2,1.2,84.2,4.43319492124828,Greenwich West,279.234,Greenwich,Greenwich West,Greenwich,Greenwich West,"2022","21866",279.7,2.797,78.1766178,7817.66178
E05000223,220001.3300515,"22",569997.19983625,"57",560000.25018488,"56",539996.53985976,"54",229997.49002022,"23",270005.30999359,"27",Kidbrooke with Hornfair,Greenwich,2374532.44,670006.8662,331420.6888,1,4,2,4,4,0.8,0.6,1.4,2.2,0.78845736036427,Kidbrooke with Hornfair,237.454,Greenwich,Kidbrooke with Hornfair,Greenwich,Kidbrooke with Hornfair,"2022","14660",237.8,2.378,61.64844407,6164.844407
E05000224,620001.42997039,"62",789998.67001942,"79",789996.46993185,"79",419993.55014435,"42",190000.96997681,"19",459999.5500294,"46",Middle Park and Sutcliffe,Greenwich,3291449.025,1217101.784,596669.0272,0,4,1,2,1,0.6,0.6,1.2,1.2,0.182321556793955,Middle Park and Sutcliffe,329.143,Greenwich,Middle Park and Sutcliffe,Greenwich,Middle Park and Sutcliffe,"2022","13372",328.4,3.284,40.71863581,4071.863581
E05000225,550003.23009294,"55",1220009.63998136,"122",899996.789953,"90",389996.52994891,"39",200001.38003342,"20",169998.3099905,"17",Peninsula,Greenwich,4491922.45,1512244.049,1357328.332,1,4,2,2,2,0.8,0.8,1.4,2.2,0.78845736036427,Peninsula,449.194,Greenwich,Peninsula,Greenwich,Peninsula,"2022","26331",448.2,4.482,58.74832664,5874.832664
E05000226,379996.41013893,"38",1039998.46985951,"104",399999.44002177,"40",189999.80998472,"19",49998.54002461,"5",270002.7300085,"27",Plumstead,Greenwich,2341892.22,959005.4402,537980.2511,3,3,1,5,3,1,0.8,1.6,2.4,0.8754687373539,Plumstead,234.189,Greenwich,Plumstead,Greenwich,Plumstead,"2022","17865",235.1,2.351,75.98894088,7598.894088
E05000227,390000.4699742,"39",910007.40996115,"91",629998.84006324,"63",289995.92007103,"29",300001.97999453,"30",1240002.88994306,"124",Shooters Hill,Greenwich,3770699.94,2155022.408,1545191.176,2,5,1,4,4,1,0.6,1.2,3.8,1.33500106673234,Shooters Hill,377.072,Greenwich,Shooters Hill,Greenwich,Shooters Hill,"2022","13219",378,3.78,34.97089947,3497.089947
E05000228,459996.45006268,"46",1140000.62989485,"114",669996.73996565,"67",289999.7000484,"29",340002.59999495,"34",1049999.72992965,"105",Thamesmead Moorings,Greenwich,4812550.195,2664002.754,2083347.797,1,3,1,2,3,0.8,0.6,1.4,2,0.693147180559945,Thamesmead Moorings,481.256,Greenwich,Thamesmead Moorings,Greenwich,Thamesmead Moorings,"2022","21646",481.1,4.811,44.99272501,4499.272501
E05000229,470002.23998851,"47",840001.14001785,"84",499999.02003646,"50",330002.03007256,"33",209998.96990833,"21",280001.65999424,"28",Woolwich Common,Greenwich,2620379.58,1031229.679,773632.8784,0,7,0,2,3,0.4,0.6,1.2,1.6,0.470003629245736,Woolwich Common,262.035,Greenwich,Woolwich Common,Greenwich,Woolwich Common,"2022","21885",262,2.62,83.53053435,8353.053435
E05000230,439996.97999242,"44",1040004.82011846,"104",610004.72002487,"61",299998.49991573,"30",169993.84003499,"17",,,Woolwich Riverside,Greenwich,3261077.735,1139612.452,1051611.082,0,2,1,2,3,0.6,0.8,1.4,1.4,0.336472236621213,Woolwich Riverside,326.109,Greenwich,Woolwich Riverside,Greenwich,Woolwich Riverside,"2022","26218",319.5,3.195,82.05946792,8205.946792
E05000231,369997.8200536,"37",400002.91995173,"40",80000.28004112,"8",,,,,,,Brownswood,Kensington and Chelsea,838529.13,215008.8362,84897.37876,2,4,1,3,3,1,0.8,1.8,2.6,0.955511445027436,Brownswood,83.855,Hackney,Brownswood,Hackney,Brownswood,"2022","15894",84.1,0.841,188.9892985,18898.92985
E05000232,240000.46989657,"24",359999.0400168,"36",49996.73005136,"5",10000.5800061,"1",,,,,Cazenove,Kensington and Chelsea,684627.295,87782.6825,80769.13467,0,3,2,2,0,0.6,0.8,1.6,1.2,0.182321556793955,Cazenove,68.462,Hackney,Cazenove,Hackney,Cazenove,"2022","14866",68.4,0.684,217.3391813,21733.91813
E05000233,39999.82998979,"4",280005.28002031,"28",379997.07995051,"38",210003.6300639,"21",9999.74999469,"1",,,Chatham,Kensington and Chelsea,907496.195,185538.8524,147587.4771,1,6,4,9,1,1,0.6,1.4,4.2,1.43508452528932,Chatham,90.75,Hackney,Chatham,Hackney,Chatham,"2022","16153",90.9,0.909,177.7007701,17770.07701
E05000234,270001.85999816,"27",379997.63996406,"38",80002.96002561,"8",,,,,,,Clissold,Kensington and Chelsea,700442.075,86132.82645,50052.72645,2,8,2,5,3,0.8,0.8,1.8,3.6,1.28093384546206,Clissold,70.044,Hackney,Clissold,Hackney,Clissold,"2022","13352",70.2,0.702,190.1994302,19019.94302
E05000235,90001.86000951,"9",320002.71994083,"32",469998.27006201,"47",90000.20998548,"9",,,,,Dalston,Kensington and Chelsea,926574.785,158381.2236,115361.3598,0,5,1,1,0,0.4,0.6,1.2,1.2,0.182321556793955,Dalston,92.658,Hackney,Dalston,Hackney,Dalston,"2022","17274",92.7,0.927,186.3430421,18634.30421
