"","gss_code","med_caring","med_enjoying","med_learning","med_living","med_supplying","med_div_score","med_prox_score","med_total_score","med_func_comp","med_log_func_comp","ward_name","ward_hectares","borough","ward_name2"
"206","E05000206",1,1,2,1,0,0.8,0.6,1.2,1,0,"Ponders End",354.296,"Enfield","Ponders End"
"207","E05000207",1,3,0,2,4,0.6,0.6,1.2,2.6,0.955511445027436,"Southbury",286.704,"Enfield","Southbury"
"208","E05000208",1,7,1,4,5,0.8,0.6,1.4,3,1.09861228866811,"Southgate",268.727,"Enfield","Southgate"
"209","E05000209",1,4,2,1,3,1,0.6,1.4,1.8,0.587786664902119,"Southgate Green",261.351,"Enfield","Southgate Green"
"210","E05000210",2,4,1,3,3,1,0.8,1.8,2.6,0.955511445027436,"Town",223.14,"Enfield","Town"
"211","E05000211",4,17,4,7,12,1,0.6,1.2,9.2,2.21920348405499,"Turkey Street",226.15,"Enfield","Turkey Street"
"212","E05000212",2,3,1,3,5,0.8,0.6,1.4,2.4,0.8754687373539,"Upper Edmonton",264.24,"Enfield","Upper Edmonton"
"213","E05000213",2,14,3,5,13,1,0.6,1.4,8,2.07944154167984,"Winchmore Hill",276.07,"Enfield","Winchmore Hill"
"214","E05000214",2,1,0,2,1,0.6,0.8,1.4,1.4,0.336472236621213,"Abbey Wood",265.721,"Greenwich","Abbey Wood"
"215","E05000215",2,9.5,1,4,6.5,0.8,0.8,1.6,5.1,1.61973122923829,"Blackheath Westcombe",213.815,"Greenwich","Blackheath Westcombe"
"216","E05000216",2,7,1,4,3,1,0.6,1.6,3,1.09861228866811,"Charlton",203.12,"Greenwich","Charlton"
"217","E05000217",2,8,2,8,6,0.8,0.6,1.4,5.6,1.7227665977411,"Coldharbour and New Eltham",254.935,"Greenwich","Coldharbour and New Eltham"
"218","E05000218",0,2,1,4,1,0.6,0.6,1.2,1.6,0.470003629245736,"Eltham North",255.512,"Greenwich","Eltham North"
"219","E05000219",1,7,3,3,5,1,0.4,1.2,3.6,1.28093384546206,"Eltham South",462.641,"Greenwich","Eltham South"
"220","E05000220",1,4,0,4,3,0.8,0.6,1.6,2.6,0.955511445027436,"Eltham West",242.564,"Greenwich","Eltham West"
"221","E05000221",1,4,1,2,3,1,0.8,1.6,2.8,1.02961941718116,"Glyndon",170.196,"Greenwich","Glyndon"
"222","E05000222",28,207,28,40,118,1,0.2,1.2,84.2,4.43319492124828,"Greenwich West",279.234,"Greenwich","Greenwich West"
"223","E05000223",1,4,2,4,4,0.8,0.6,1.4,2.2,0.78845736036427,"Kidbrooke with Hornfair",237.454,"Greenwich","Kidbrooke with Hornfair"
"224","E05000224",0,4,1,2,1,0.6,0.6,1.2,1.2,0.182321556793955,"Middle Park and Sutcliffe",329.143,"Greenwich","Middle Park and Sutcliffe"
"225","E05000225",1,4,2,2,2,0.8,0.8,1.4,2.2,0.78845736036427,"Peninsula",449.194,"Greenwich","Peninsula"
"226","E05000226",3,3,1,5,3,1,0.8,1.6,2.4,0.8754687373539,"Plumstead",234.189,"Greenwich","Plumstead"
"227","E05000227",2,5,1,4,4,1,0.6,1.2,3.8,1.33500106673234,"Shooters Hill",377.072,"Greenwich","Shooters Hill"
"228","E05000228",1,3,1,2,3,0.8,0.6,1.4,2,0.693147180559945,"Thamesmead Moorings",481.256,"Greenwich","Thamesmead Moorings"
"229","E05000229",0,7,0,2,3,0.4,0.6,1.2,1.6,0.470003629245736,"Woolwich Common",262.035,"Greenwich","Woolwich Common"
"230","E05000230",0,2,1,2,3,0.6,0.8,1.4,1.4,0.336472236621213,"Woolwich Riverside",326.109,"Greenwich","Woolwich Riverside"
"231","E05000231",2,4,1,3,3,1,0.8,1.8,2.6,0.955511445027436,"Brownswood",83.855,"Hackney","Brownswood"
"232","E05000232",0,3,2,2,0,0.6,0.8,1.6,1.2,0.182321556793955,"Cazenove",68.462,"Hackney","Cazenove"
"233","E05000233",1,6,4,9,1,1,0.6,1.4,4.2,1.43508452528932,"Chatham",90.75,"Hackney","Chatham"
"234","E05000234",2,8,2,5,3,0.8,0.8,1.8,3.6,1.28093384546206,"Clissold",70.044,"Hackney","Clissold"
"235","E05000235",0,5,1,1,0,0.4,0.6,1.2,1.2,0.182321556793955,"Dalston",92.658,"Hackney","Dalston"
"236","E05000236",0,3,0,1,2,0.6,0.8,1.4,1,0,"De Beauvoir",88.783,"Hackney","De Beauvoir"
"237","E05000237",0,7,2,3,3,0.8,0.8,1.6,4.2,1.43508452528932,"Hackney Central",78.031,"Hackney","Hackney Central"
"238","E05000238",3,14,2,5,7,1,0.8,1.4,7,1.94591014905531,"Hackney Downs",101.805,"Hackney","Hackney Downs"
"239","E05000239",0,2,2,3,5,0.8,0.5,1.2,4,1.38629436111989,"Haggerston",124.25,"Hackney","Haggerston"
"240","E05000240",3,2,2,4,9,1,0.8,1.8,4,1.38629436111989,"Hoxton",83.96,"Hackney","Hoxton"
"241","E05000241",1,5,1,4,2,0.8,0.6,1.4,2,0.693147180559945,"King's Park",181.956,"Hackney","King's Park"
"242","E05000242",3,13,1,7,6,1,0.6,1.6,5.4,1.68639895357023,"Leabridge",106.363,"Hackney","Leabridge"
"243","E05000243",0,2,1,1,2,0.6,0.8,1.4,1,0,"Lordship",118.804,"Hackney","Lordship"
"244","E05000244",2,15,3,3,14,1,0.8,1.8,8.2,2.10413415427021,"New River",97.798,"Hackney","New River"
"245","E05000245",0,6,0,3,1,0.8,0.6,1.4,3.8,1.33500106673234,"Queensbridge",107.974,"Hackney","Queensbridge"
"246","E05000246",3,25,3,10,22,1,0.8,1.7,12.6,2.53369681395743,"Springfield",95.256,"Hackney","Springfield"
"247","E05000247",0,7,0,1,0,0.4,0.6,1.2,1.6,0.470003629245735,"Stoke Newington Central",71.192,"Hackney","Stoke Newington Central"
"248","E05000248",2,6,4,2,3,1,0.8,1.8,3.8,1.33500106673234,"Victoria",80.221,"Hackney","Victoria"
"249","E05000249",1,2,1,2,5,0.6,0.8,1.4,2.8,1.02961941718116,"Wick",162.744,"Hackney","Wick"
"250","E05000250",1,3,0,0,6,0.6,0.8,1.6,1.8,0.587786664902119,"Addison",55.481,"Hammersmith and Fulham","Addison"
"251","E05000251",1,1,3,1,0,0.6,0.6,1.2,1,0,"Askew",76.25,"Hammersmith and Fulham","Askew"
"252","E05000252",1,5,3,0,0,0.6,0.8,1.4,1.8,0.587786664902119,"Avonmore and Brook Green",89.659,"Hammersmith and Fulham","Avonmore and Brook Green"
"253","E05000253",0,6,0,3,3,0.6,0,0.8,3.2,1.16315080980568,"College Park and Old Oak",343.654,"Hammersmith and Fulham","College Park and Old Oak"
"254","E05000254",0,2,2,0,1,0.6,0.8,1.4,1,0,"Fulham Broadway",66.797,"Hammersmith and Fulham","Fulham Broadway"
"255","E05000255",1,4,1,0,1,0.6,0.6,1.4,2.2,0.78845736036427,"Fulham Reach",88.198,"Hammersmith and Fulham","Fulham Reach"
"256","E05000256",5,9,1,2,4,0.8,0.8,1.6,3.4,1.22377543162212,"Hammersmith Broadway",110.305,"Hammersmith and Fulham","Hammersmith Broadway"
"257","E05000257",1,4,4,0,4,0.8,0.8,1.6,2.6,0.955511445027436,"Munster",62.427,"Hammersmith and Fulham","Munster"
"258","E05000258",1,5,2,0,1,0.7,0.8,1.6,1.8,0.587786664902119,"North End",63.517,"Hammersmith and Fulham","North End"
"259","E05000259",0,6,1,2,0,0.6,0.8,1.4,2.6,0.955511445027436,"Palace Riverside",148.083,"Hammersmith and Fulham","Palace Riverside"
"260","E05000260",1,10,5,2,3,0.8,0.8,1.6,3.2,1.16315080980568,"Parsons Green and Walham",89.587,"Hammersmith and Fulham","Parsons Green and Walham"
"261","E05000261",0,1,1,3,1,0.6,0.6,1.4,1.2,0.182321556793955,"Ravenscourt Park",121.533,"Hammersmith and Fulham","Ravenscourt Park"
"262","E05000262",1,4,2,2,3,0.8,0.8,1.8,2.8,1.02961941718116,"Sands End",137.806,"Hammersmith and Fulham","Sands End"
"263","E05000263",5,7,3,3,8,1,0.6,1.6,3.2,1.16315080980568,"Shepherd's Bush Green",106.82,"Hammersmith and Fulham","Shepherd's Bush Green"
"264","E05000264",8,28,7,6,35,1,0.8,1.6,16.8,2.82137888640921,"Town",65.129,"Hammersmith and Fulham","Town"
"265","E05000265",0,1.5,3,1,0,0.6,0,0.8,1.1,0.0911607783969774,"Wormholt and White City",90.164,"Hammersmith and Fulham","Wormholt and White City"
"266","E05000266",0,4,0,2,6,0.6,0.6,1.2,2.6,0.955511445027436,"Alexandra",261.385,"Haringey","Alexandra"
"267","E05000267",5,35,6,7,18,1,0.8,1.6,14.2,2.65324196460721,"Bounds Green",138.624,"Haringey","Bounds Green"
"268","E05000268",2,5,6,3,5,0.8,0.8,1.6,2.8,1.02961941718116,"Bruce Grove",93.658,"Haringey","Bruce Grove"
"269","E05000269",2,5,0,2,3,0.8,0.6,1.4,4,1.38629436111989,"Crouch End",144.04,"Haringey","Crouch End"
"270","E05000270",2,3,0,2,2,0.8,0.6,1.4,1.8,0.587786664902119,"Fortis Green",199.071,"Haringey","Fortis Green"
"271","E05000271",1,4,2,6,5,0.8,0.2,1,1.8,0.587786664902119,"Harringay",156.609,"Haringey","Harringay"
"272","E05000272",2,6.5,0,3,12,0.8,0.4,1.2,4,1.38629436111989,"Highgate",249.482,"Haringey","Highgate"
"273","E05000273",1,4,4,6,5,0.6,0.8,1.4,1.6,0.470003629245736,"Hornsey",105.39,"Haringey","Hornsey"
"274","E05000274",1,10,2,3,7,0.6,0.6,1.4,4,1.38629436111989,"Muswell Hill",165.328,"Haringey","Muswell Hill"
"275","E05000275",0,4,1,5,0,0.6,0.8,1.2,1.2,0.182321556793955,"Noel Park",122.564,"Haringey","Noel Park"
"276","E05000276",2,9,1,2,8,0.8,0.6,1.4,2.8,1.02961941718116,"Northumberland Park",188.802,"Haringey","Northumberland Park"
"277","E05000277",33,113,9,31,108,1,0.6,1.4,58.8,4.07414185490458,"St. Ann's",109.381,"Haringey","St. Ann's"
"278","E05000278",1,5,3,2,0,0.8,0.6,1.2,2.2,0.78845736036427,"Seven Sisters",129.463,"Haringey","Seven Sisters"
"279","E05000279",2,8,3,4,3,1,0.8,1.8,4,1.38629436111989,"Stroud Green",109.374,"Haringey","Stroud Green"
"280","E05000280",53,333,64,120,347,1,0.4,1.4,183.4,5.21166955982236,"Tottenham Green",135.966,"Haringey","Tottenham Green"
"281","E05000281",2,5,1,2,7,0.8,0.6,1.2,2.8,1.02961941718116,"Tottenham Hale",191.189,"Haringey","Tottenham Hale"
"282","E05000282",1,7,2,2,5,1,0.8,1.4,3.2,1.16315080980568,"West Green",139.911,"Haringey","West Green"
"283","E05000283",2,14,2,3,8,1,0.8,1.6,4.8,1.56861591791385,"White Hart Lane",169.885,"Haringey","White Hart Lane"
"284","E05000284",1.5,14,1,4.5,4,1,0.8,1.4,3,1.09861228866811,"Woodside",149.715,"Haringey","Woodside"
"285","E05000285",9,21,2,4,13,1,0.6,1.4,9.8,2.28238238567653,"Belmont",177.704,"Harrow","Belmont"
"286","E05000286",0,1,1,2,4,0.8,0.2,1,1.6,0.470003629245736,"Canons",562.632,"Harrow","Canons"
"287","E05000287",3,18,4,2,13,1,0.6,1.6,8,2.07944154167984,"Edgware",140.319,"Harrow","Edgware"
"288","E05000288",2,1,1,2,2,0.8,0.6,1.6,1.6,0.470003629245735,"Greenhill",174.49,"Harrow","Greenhill"
"289","E05000289",1,16,1,4,9,1,0.4,1.4,8.2,2.10413415427021,"Harrow on the Hill",357.209,"Harrow","Harrow on the Hill"
"290","E05000290",1,4,1,3,3,0.8,0,1,2.8,1.02961941718116,"Harrow Weald",458.973,"Harrow","Harrow Weald"
"291","E05000291",6,26,3,2,13,1,0.4,1.4,10,2.30258509299405,"Hatch End",327.866,"Harrow","Hatch End"
"292","E05000292",3,1,1,2,1,0.8,0.4,1.2,1.6,0.470003629245736,"Headstone North",329.634,"Harrow","Headstone North"
"293","E05000293",3,5,4,4,6,1,0.6,1.5,3.4,1.22377543162212,"Headstone South",146.764,"Harrow","Headstone South"
"294","E05000294",1,1,0,2,4,0.6,0.4,1.2,1.4,0.336472236621213,"Kenton East",127.926,"Harrow","Kenton East"
"295","E05000295",2,2.5,2,3,6,0.9,0.6,1.4,3.2,1.16315080980568,"Kenton West",176.456,"Harrow","Kenton West"
"296","E05000296",3,3,3,3,6,1,0.6,1.6,3.2,1.16315080980568,"Marlborough",164.663,"Harrow","Marlborough"
"297","E05000297",1,5,1,2,6,0.8,0.4,1.2,2.8,1.02961941718116,"Pinner",327.686,"Harrow","Pinner"
"298","E05000298",1,4,2,3,1,1,0.6,1.4,1.6,0.470003629245735,"Pinner South",234.561,"Harrow","Pinner South"
"299","E05000299",2,2,0,2,6,0.8,0.6,1.4,3.6,1.28093384546206,"Queensbury",161.364,"Harrow","Queensbury"
"300","E05000300",14,55,7,15,54,1,0.6,1.4,29,3.36729582998647,"Rayners Lane",152.974,"Harrow","Rayners Lane"
"301","E05000301",3,5,2,3,8,1,0.8,1.6,4.2,1.43508452528932,"Roxbourne",150.576,"Harrow","Roxbourne"
"302","E05000302",3,12,2,3,14,1,0.8,1.6,6,1.79175946922805,"Roxeth",157.492,"Harrow","Roxeth"
"303","E05000303",1,2,1,2,4,0.8,0.4,1.2,1.6,0.470003629245736,"Stanmore Park",445.929,"Harrow","Stanmore Park"
"304","E05000304",2,4,5,2,4,1,0.8,1.6,3.2,1.16315080980568,"Wealdstone",119.595,"Harrow","Wealdstone"
"305","E05000305",3,7,1,4,2,1,0.4,1.2,3,1.09861228866811,"West Harrow",151.462,"Harrow","West Harrow"
"306","E05000306",1,4,0,2,5,0.8,0.4,1.2,2.4,0.8754687373539,"Brooklands",420.264,"Havering","Brooklands"
"307","E05000307",4,7,0,6,6,0.8,0,1,4.6,1.52605630349505,"Cranham",655.501,"Havering","Cranham"
"308","E05000308",1,2.5,0,2,3,0.6,0.4,1,1.4,0.336472236621213,"Elm Park",366.535,"Havering","Elm Park"
"309","E05000309",1,2,0,2,3,0.8,0,1,1.4,0.336472236621213,"Emerson Park",464.243,"Havering","Emerson Park"
"310","E05000310",0,3,1,2,2,0.8,0,1,2.4,0.8754687373539,"Gooshays",775.896,"Havering","Gooshays"
"311","E05000311",1,5,0,2,2,0.8,0.6,1.4,1.4,0.336472236621213,"Hacton",246.542,"Havering","Hacton"
"312","E05000312",3,2,2,6,4,0.8,0,0.8,3.2,1.16315080980568,"Harold Wood",758.973,"Havering","Harold Wood"
"313","E05000313",1,2,0,6,3,0.8,0,0.8,2.4,0.8754687373539,"Havering Park",978.33,"Havering","Havering Park"
"314","E05000314",2,0,0,2,0,0.4,0.6,1,1.2,0.182321556793955,"Heaton",341.564,"Havering","Heaton"
"315","E05000315",5,8,2,4,12,0.8,0.6,1.4,5.8,1.75785791755237,"Hylands",289.774,"Havering","Hylands"
"316","E05000316",0,3,0,2,3,0.6,0.8,1.4,1.6,0.470003629245736,"Mawneys",304.261,"Havering","Mawneys"
"317","E05000317",2,2,0,4,2,0.8,0.5,1.2,2,0.693147180559945,"Pettits",395.457,"Havering","Pettits"
"318","E05000318",1,2,1,2,5,0.8,0,1,1.4,0.336472236621213,"Rainham and Wennington",1688.01,"Havering","Rainham and Wennington"
"319","E05000319",3,4,1,2,3,1,0.6,1.6,2.4,0.8754687373539,"Romford Town",286.473,"Havering","Romford Town"
"320","E05000320",3,3,1,2,3,0.8,0.6,1.6,1.6,0.470003629245736,"St. Andrew's",267.712,"Havering","St. Andrew's"
"321","E05000321",0,4,0,4,2,0.6,0.4,1,2,0.693147180559945,"South Hornchurch",687.318,"Havering","South Hornchurch"
"322","E05000322",1,5,1,2,4,0.8,0.6,1.4,2.2,0.78845736036427,"Squirrel's Heath",265.147,"Havering","Squirrel's Heath"
"323","E05000323",3,5,1,2,5,0.8,0,1,1.8,0.587786664902119,"Upminster",2253.736,"Havering","Upminster"
"324","E05000324",1,3,1,3,2,0.8,0.6,1.4,1.4,0.336472236621213,"Barnhill",211.821,"Hillingdon","Barnhill"
"325","E05000325",1,2,1,1,4,0.6,0.6,1.4,1.8,0.587786664902119,"Botwell",436.277,"Hillingdon","Botwell"
"326","E05000326",1,4,1,3,3,0.8,0.6,1.4,2.2,0.78845736036427,"Brunel",327.691,"Hillingdon","Brunel"
"327","E05000327",2,4,0,2,5,0.6,0.6,1.4,2.8,1.02961941718116,"Cavendish",201.145,"Hillingdon","Cavendish"
"328","E05000328",2,15,2,4,10,1,0.6,1.4,7,1.94591014905531,"Charville",297.433,"Hillingdon","Charville"
"329","E05000329",3,8,2,6,3,1,0.4,1,4.4,1.48160454092422,"Eastcote and East Ruislip",406.341,"Hillingdon","Eastcote and East Ruislip"
"330","E05000330",8,13,5,10,14,1,0,1,10,2.30258509299405,"Harefield",1522.704,"Hillingdon","Harefield"
"331","E05000331",0,4,0,1,2.5,0.6,0,0.6,2.2,0.78845736036427,"Heathrow Villages",2352.117,"Hillingdon","Heathrow Villages"
"332","E05000332",1,3,1,2,7,0.6,0.6,1.2,2.2,0.78845736036427,"Hillingdon East",359.812,"Hillingdon","Hillingdon East"
"333","E05000333",7,20,3,11,16,1,0,1,11.4,2.43361335540045,"Ickenham",620.442,"Hillingdon","Ickenham"
"334","E05000334",3,19,3,4,13,1,0.6,1.6,8.4,2.12823170584927,"Manor",197.418,"Hillingdon","Manor"
"335","E05000335",0,2,1,3,0,0.6,0,1,1.3,0.259396896707584,"Northwood",739.794,"Hillingdon","Northwood"
"336","E05000336",3,8,2,6,3,1,0.2,1.2,4.4,1.48160454092422,"Northwood Hills",332.91,"Hillingdon","Northwood Hills"
"337","E05000337",0,3,0,2,2,0.6,0.6,1.4,1.4,0.336472236621213,"Pinkwell",274.833,"Hillingdon","Pinkwell"
"338","E05000338",0,3,1,2,2,0.8,0.1,1,1.2,0.182321556793955,"South Ruislip",741.795,"Hillingdon","South Ruislip"
"339","E05000339",1,5,1,2,11,0.8,0.6,1.4,3.8,1.33500106673234,"Townfield",349.833,"Hillingdon","Townfield"
"340","E05000340",4,5,1,4,5,1,0.4,1.2,3.4,1.22377543162212,"Uxbridge North",464.118,"Hillingdon","Uxbridge North"
"341","E05000341",0,3,1,2,2,0.6,0.8,1.4,1.2,0.182321556793955,"Uxbridge South",311.447,"Hillingdon","Uxbridge South"
"342","E05000342",2,3,0,3,3,0.8,0.6,1.4,2.4,0.8754687373539,"West Drayton",349.07,"Hillingdon","West Drayton"
"343","E05000343",0,3,0,2,1,0.6,0.4,1,1.2,0.182321556793955,"West Ruislip",438.74,"Hillingdon","West Ruislip"
"344","E05000344",0,2,0,2,1,0.6,0.6,1.2,1,0,"Yeading",232.126,"Hillingdon","Yeading"
"345","E05000345",1,2,0,2,3,0.6,0.6,1.4,1.8,0.587786664902119,"Yiewsley",402.251,"Hillingdon","Yiewsley"
"346","E05000346",0,1,1,2,1,0.8,0.4,1,1,0,"Bedfont",444.841,"Hounslow","Bedfont"
"347","E05000347",0,3,0,2,0,0.6,0.6,1.2,1.2,0.182321556793955,"Brentford",318.351,"Hounslow","Brentford"
"348","E05000348",0,6,1,2,1,0.8,0.4,1.4,2.4,0.8754687373539,"Chiswick Homefields",225.923,"Hounslow","Chiswick Homefields"
"349","E05000349",0,4,1,2,1,0.6,0.8,1.4,2,0.693147180559945,"Chiswick Riverside",208.007,"Hounslow","Chiswick Riverside"
"350","E05000350",0.5,5,1,3,5,0.8,0.6,1.4,2.2,0.78845736036427,"Cranford",272.63,"Hounslow","Cranford"
"351","E05000351",1,3,0,4,3,0.8,0.4,1.2,2.2,0.78845736036427,"Feltham North",338.448,"Hounslow","Feltham North"
"352","E05000352",0,1,1,1,2,0.8,0.4,1.2,1,0,"Feltham West",318.105,"Hounslow","Feltham West"
"353","E05000353",1,5,0,4,5,0.8,0.6,1.4,3.2,1.16315080980568,"Hanworth",323.258,"Hounslow","Hanworth"
"354","E05000354",1,5,0,2,2,0.8,0.6,1.4,1.8,0.587786664902119,"Hanworth Park",366.126,"Hounslow","Hanworth Park"
"355","E05000355",5,5,1,5,4,1,0.8,1.6,5.2,1.64865862558738,"Heston Central",168.478,"Hounslow","Heston Central"
"356","E05000356",0,2,0,1,3,0.8,0.8,1.6,1.4,0.336472236621213,"Heston East",205.913,"Hounslow","Heston East"
"357","E05000357",0,2,0,2,2,0.6,0.6,1.2,1.2,0.182321556793955,"Heston West",382.657,"Hounslow","Heston West"
"358","E05000358",2,3,0,2,4,0.8,0.6,1.4,2,0.693147180559945,"Hounslow Central",173.393,"Hounslow","Hounslow Central"
"359","E05000359",1,2,0,4,4,0.6,0.4,1.2,1.8,0.587786664902119,"Hounslow Heath",278.178,"Hounslow","Hounslow Heath"
"360","E05000360",2,2,0,2,8,0.8,0.6,1.4,2.8,1.02961941718116,"Hounslow South",179.011,"Hounslow","Hounslow South"
"361","E05000361",0,2,1,3,1,0.8,0.8,1.6,1.2,0.182321556793955,"Hounslow West",162.018,"Hounslow","Hounslow West"
"362","E05000362",1,3,0,2,4,0.8,0.8,1.6,1.6,0.470003629245736,"Isleworth",203.089,"Hounslow","Isleworth"
"363","E05000363",2,4,0,0,2,0.6,0.4,1,1.8,0.587786664902119,"Osterley and Spring Grove",627.784,"Hounslow","Osterley and Spring Grove"
"364","E05000364",0,4,1,3,3,0.6,0.8,1.4,1.8,0.587786664902119,"Syon",285.378,"Hounslow","Syon"
"365","E05000365",2,4,1,3,3,0.8,0.8,1.6,2.4,0.8754687373539,"Turnham Green",176.953,"Hounslow","Turnham Green"
"366","E05000366",1,4,0,2,0,0.6,0.8,1.4,1.2,0.182321556793955,"Barnsbury",83.012,"Islington","Barnsbury"
"367","E05000367",0,4,0,2,0,0.4,0,0.4,1.2,0.182321556793955,"Bunhill",108.263,"Islington","Bunhill"
"368","E05000368",1,9,1,4,4,0.8,0.8,1.6,3.2,1.16315080980568,"Caledonian",113.611,"Islington","Caledonian"
"369","E05000369",6,16,10,8,10,1,0.8,1.8,10,2.30258509299405,"Canonbury",80.72,"Islington","Canonbury"
"370","E05000370",0,4,0,2,0,0.4,0,0.4,1.2,0.182321556793955,"Clerkenwell",93.263,"Islington","Clerkenwell"
"371","E05000371",12,39,6,13,22,1,0.6,1.6,18.4,2.91235066461494,"Finsbury Park",91.626,"Islington","Finsbury Park"
"372","E05000372",5,8,3,4,4,1,0.6,1.6,4.8,1.56861591791385,"Highbury East",100.809,"Islington","Highbury East"
"373","E05000373",2,7,1,1,7,0.8,0.6,1.4,3.2,1.16315080980568,"Highbury West",108.254,"Islington","Highbury West"
"374","E05000374",2,3,2,2,3,0.8,0.8,1.6,1.8,0.587786664902119,"Hillrise",82.471,"Islington","Hillrise"
"375","E05000375",1.5,4,1,1,3,0.8,0.8,1.6,2.6,0.955511445027436,"Holloway",100.874,"Islington","Holloway"
"376","E05000376",2,4,0,2,3,0.8,0.6,1.4,2,0.693147180559945,"Junction",102.75,"Islington","Junction"
"377","E05000377",0,4,1,3,5,0.8,0.8,1.6,2.6,0.955511445027436,"Mildmay",82.68,"Islington","Mildmay"
"378","E05000378",1,4,0,1,2,0.6,0.8,1.4,1.4,0.336472236621213,"St. George's",84.582,"Islington","St. George's"
"379","E05000379",289,1513,223,294,981,1,0.6,1.6,660,6.49223983502047,"St. Mary's",86.831,"Islington","St. Mary's"
"380","E05000380",0,4,0,2,0,0.4,0.2,0.8,1.2,0.182321556793955,"St. Peter's",81.053,"Islington","St. Peter's"
"381","E05000381",3,7,2,5,14,0.8,0.8,1.6,5.8,1.75785791755237,"Tollington",84.866,"Islington","Tollington"
"382","E05000382",5,4,6,3,5,1,0.6,1.6,4.6,1.52605630349505,"Abingdon",63.06,"Kensington and Chelsea","Abingdon"
"383","E05000383",1,3,1,3,0,0.8,0.6,1.4,1.6,0.470003629245736,"Brompton",95.504,"Kensington and Chelsea","Brompton"
"384","E05000384",0,9,5,1,10,0.8,0.8,1.6,5,1.6094379124341,"Campden",91.37,"Kensington and Chelsea","Campden"
"385","E05000385",116,405,39,77,545,1,0.8,1.8,236.4,5.46552528553194,"Colville",39.212,"Kensington and Chelsea","Colville"
"386","E05000386",62,239,41,47,273,1,0.8,1.8,132.4,4.88582764350291,"Courtfield",47.76,"Kensington and Chelsea","Courtfield"
"387","E05000387",220,807,99,123,758,1,0.4,1.4,401.4,5.99495843636224,"Cremorne",61.028,"Kensington and Chelsea","Cremorne"
"388","E05000388",5,12,0,5,10,0.8,0.8,1.6,6.4,1.85629799036563,"Earl's Court",45.828,"Kensington and Chelsea","Earl's Court"
"389","E05000389",116,405,39,77,545,1,0.4,1.4,236.4,5.46552528553194,"Golborne",94.413,"Kensington and Chelsea","Golborne"
"390","E05000390",1,3,1,3,0,0.8,0.8,1.6,1.6,0.470003629245736,"Hans Town",55.234,"Kensington and Chelsea","Hans Town"
"391","E05000391",0,11,0,1,0,0.6,0.8,1.4,2.4,0.8754687373539,"Holland",103.896,"Kensington and Chelsea","Holland"
"392","E05000392",1,3.5,0,2,2,0.8,0.8,1.6,1.6,0.470003629245736,"Norland",72.393,"Kensington and Chelsea","Norland"
"393","E05000393",2,9,2,2,4,1,0.8,1.8,3.6,1.28093384546206,"Notting Barns",62.332,"Kensington and Chelsea","Notting Barns"
"394","E05000394",1,8,0,4,2,0.8,0.8,1.6,3,1.09861228866811,"Pembridge",48.904,"Kensington and Chelsea","Pembridge"
"395","E05000395",220,807,99,123,758,1,0.8,1.8,401.4,5.99495843636224,"Queen's Gate",60.645,"Kensington and Chelsea","Queen's Gate"
"396","E05000396",116,405,39,77,545,1,0.8,1.8,236.4,5.46552528553194,"Redcliffe",69.64,"Kensington and Chelsea","Redcliffe"
"397","E05000397",220,807,99,123,758,1,0.8,1.8,401.4,5.99495843636224,"Royal Hospital",90.143,"Kensington and Chelsea","Royal Hospital"
"398","E05000398",2,18,4,4,4,1,0.8,1.8,6.4,1.85629799036563,"St. Charles",70.783,"Kensington and Chelsea","St. Charles"
"399","E05000399",220,807,99,123,758,1,0.6,1.6,401.4,5.99495843636224,"Stanley",66.235,"Kensington and Chelsea","Stanley"
"400","E05000400",13,38,4,14,48,1,0.4,1.2,23.4,3.15273602236366,"Alexandra",268.506,"Kingston upon Thames","Alexandra"
"401","E05000401",1,5,2,3,4,0.8,0.8,1.4,2.4,0.8754687373539,"Berrylands",145.39,"Kingston upon Thames","Berrylands"
"402","E05000402",6,13,5,6,19,1,0.6,1.6,9.2,2.21920348405499,"Beverley",187.821,"Kingston upon Thames","Beverley"
"403","E05000403",2,4,2,0,3,0.6,0.8,1.4,1.8,0.587786664902119,"Canbury",124.241,"Kingston upon Thames","Canbury"
"404","E05000404",3,9,2,5,10,1,0.6,1.6,5.8,1.75785791755237,"Chessington North and Hook",192.98,"Kingston upon Thames","Chessington North and Hook"
"405","E05000405",0,3,0,2,1,0.6,0,0.8,1.2,0.182321556793955,"Chessington South",755.173,"Kingston upon Thames","Chessington South"
"406","E05000406",2,1,0,2,1,0.6,0.2,1,1.4,0.336472236621213,"Coombe Hill",442.17,"Kingston upon Thames","Coombe Hill"
"407","E05000407",2,10,0,3,4,0.8,0.6,1.4,3.8,1.33500106673234,"Coombe Vale",164.71,"Kingston upon Thames","Coombe Vale"
"408","E05000408",1,2,1,3,4,0.8,0.8,1.6,1.8,0.587786664902119,"Grove",192.034,"Kingston upon Thames","Grove"
"409","E05000409",1,4,1,3,2,0.8,0.8,1.6,2,0.693147180559945,"Norbiton",134.711,"Kingston upon Thames","Norbiton"
"410","E05000410",2,6,1,2,4,0.8,0.6,1.4,2.8,1.02961941718116,"Old Malden",180.016,"Kingston upon Thames","Old Malden"
"411","E05000411",3,7,3,2,11,1,0.4,1.2,6.6,1.88706964903238,"St. James",216.584,"Kingston upon Thames","St. James"
