"","gss_code","med_caring","med_enjoying","med_learning","med_living","med_supplying","med_div_score","med_prox_score","med_total_score","med_func_comp","med_log_func_comp","ward_name","ward_hectares","borough","ward_name2"
"412","E05000412",0,2,0,3,4,0.6,0.8,1.6,1.8,0.587786664902119,"St. Mark's",137.578,"Kingston upon Thames","St. Mark's"
"413","E05000413",3,5,2,3,4,1,0.6,1.4,3.4,1.22377543162212,"Surbiton Hill",166.482,"Kingston upon Thames","Surbiton Hill"
"414","E05000414",1,2,1,3,9,0.8,0.6,1.4,4,1.38629436111989,"Tolworth and Hook Rise",259.464,"Kingston upon Thames","Tolworth and Hook Rise"
"415","E05000415",2,1,3,2,3,1,0.8,1.6,2.2,0.78845736036427,"Tudor",158.255,"Kingston upon Thames","Tudor"
"416","E05000416",30,305,29,61,99,1,0.6,1.6,104.8,4.65205377188694,"Bishop's",153.959,"Lambeth","Bishop's"
"417","E05000417",1,18,2,2,8,1,0.8,1.6,6.8,1.91692261218206,"Brixton Hill",113.124,"Lambeth","Brixton Hill"
"418","E05000418",2,9,1,0,3,0.8,0.8,1.6,3.8,1.33500106673234,"Clapham Common",133.854,"Lambeth","Clapham Common"
"419","E05000419",3,4,3,2,3,0.8,0.8,1.6,2.4,0.8754687373539,"Clapham Town",111.893,"Lambeth","Clapham Town"
"420","E05000420",3,18,2,5,8,1,0.8,1.8,6.8,1.91692261218206,"Coldharbour",120.806,"Lambeth","Coldharbour"
"421","E05000421",4,20,2,4,7,1,0.8,1.8,7.1,1.94794681174913,"Ferndale",85.073,"Lambeth","Ferndale"
"422","E05000422",2,9,2,4,4,1,0.8,1.6,3,1.09861228866811,"Gipsy Hill",157.067,"Lambeth","Gipsy Hill"
"423","E05000423",1,2,2,2,1,0.8,0.8,1.6,1.4,0.336472236621213,"Herne Hill",203.038,"Lambeth","Herne Hill"
"424","E05000424",2,7,3,4,8,1,0.6,1.6,4.6,1.52605630349505,"Knight's Hill",147.166,"Lambeth","Knight's Hill"
"425","E05000425",1,6,1,2,2,1,0.8,1.6,3.4,1.22377543162212,"Larkhall",106.124,"Lambeth","Larkhall"
"426","E05000426",4,25,6,11,11,1,0.8,1.6,12,2.484906649788,"Oval",127.764,"Lambeth","Oval"
"427","E05000427",4,7,3,5,6,1,0.6,1.6,5,1.6094379124341,"Prince's",116.363,"Lambeth","Prince's"
"428","E05000428",3,5,0,3,2,0.8,0.6,1.4,1.8,0.587786664902119,"St. Leonard's",144.773,"Lambeth","St. Leonard's"
"429","E05000429",0,2,1,3,1,0.6,0.8,1.4,1,0,"Stockwell",86.678,"Lambeth","Stockwell"
"430","E05000430",0,7,4,3,1,0.6,0.6,1.4,2.8,1.02961941718116,"Streatham Hill",127.063,"Lambeth","Streatham Hill"
"431","E05000431",2,4,0,3,7,0.8,0.8,1.6,3,1.09861228866811,"Streatham South",169.809,"Lambeth","Streatham South"
"432","E05000432",1,1,3,3,1,0.8,0.6,1.4,1.2,0.182321556793955,"Streatham Wells",144.978,"Lambeth","Streatham Wells"
"433","E05000433",1,3,3,2,2,0.8,0.8,1.6,2.2,0.78845736036427,"Thornton",107.759,"Lambeth","Thornton"
"434","E05000434",1,3,1,2,3,0.8,0.8,1.6,2,0.693147180559945,"Thurlow Park",151.482,"Lambeth","Thurlow Park"
"435","E05000435",0,2,1,2,2,0.8,0.8,1.6,1.6,0.470003629245735,"Tulse Hill",103.195,"Lambeth","Tulse Hill"
"436","E05000436",2,4.5,1,2,1,1,0.8,1.8,2.3,0.831963048859085,"Vassall",112.973,"Lambeth","Vassall"
"437","E05000437",0,4,1,3,2,0.8,0.6,1.4,2,0.693147180559945,"Bellingham",308.471,"Lewisham","Bellingham"
"438","E05000438",2,2,2,6,2,1,0.6,1.4,2.8,1.02961941718116,"Blackheath",231.823,"Lewisham","Blackheath"
"439","E05000439",4.5,25,3.5,6.5,10,1,0.8,1.6,10,2.29937480909258,"Brockley",168.183,"Lewisham","Brockley"
"440","E05000440",1,2,1,2,1,0.8,0.6,1.4,1.2,0.182321556793955,"Catford South",186.655,"Lewisham","Catford South"
"441","E05000441",1,3,2,2,1,0.8,0.8,1.6,1.4,0.336472236621213,"Crofton Park",171.962,"Lewisham","Crofton Park"
"442","E05000442",2,10,1,3,4,0.8,0.8,1.6,3.6,1.28093384546206,"Downham",238.178,"Lewisham","Downham"
"443","E05000443",3,6,1,3,4,0.8,0.8,1.6,2.8,1.02961941718116,"Evelyn",177.62,"Lewisham","Evelyn"
"444","E05000444",1,2,1,5,2,1,0.8,1.6,2.2,0.78845736036427,"Forest Hill",182.785,"Lewisham","Forest Hill"
"445","E05000445",3,10,1,4,4,1,0.8,1.6,4,1.38629436111989,"Grove Park",239.291,"Lewisham","Grove Park"
"446","E05000446",0,3,1,2,2,0.8,0.8,1.6,1.4,0.336472236621213,"Ladywell",160.598,"Lewisham","Ladywell"
"447","E05000447",2,3,0,4,3,0.8,0.8,1.6,2.4,0.8754687373539,"Lee Green",179.842,"Lewisham","Lee Green"
"448","E05000448",2,13,2,6,9,1,0.8,1.6,5.8,1.75785791755237,"Lewisham Central",206.203,"Lewisham","Lewisham Central"
"449","E05000449",0,2,2,2,2,0.6,0.6,1.4,1.6,0.470003629245736,"New Cross",181.114,"Lewisham","New Cross"
"450","E05000450",3,1,0,5,1,0.8,0.8,1.6,2,0.693147180559945,"Perry Vale",168.45,"Lewisham","Perry Vale"
"451","E05000451",4,10,2,4,9,1,0.6,1.5,5.6,1.7227665977411,"Rushey Green",178.524,"Lewisham","Rushey Green"
"452","E05000452",0,4,1,2,1,0.8,0.6,1.4,1.6,0.470003629245735,"Sydenham",174.372,"Lewisham","Sydenham"
"453","E05000453",1,10,1,4,5,0.8,0.6,1.6,3.6,1.28093384546206,"Telegraph Hill",154.631,"Lewisham","Telegraph Hill"
"454","E05000454",3,10,2,6,9,1,0.8,1.6,5,1.6094379124341,"Whitefoot",223.004,"Lewisham","Whitefoot"
"455","E05000455",2,12,2,4,3,1,0.8,1.6,5.4,1.68639895357023,"Abbey",139.326,"Merton","Abbey"
"456","E05000456",2,5,1,3,4,0.8,0.6,1.4,2.4,0.8754687373539,"Cannon Hill",222.344,"Merton","Cannon Hill"
"457","E05000457",2,3,1,2,4,1,0.6,1.4,2.4,0.8754687373539,"Colliers Wood",111.09,"Merton","Colliers Wood"
"458","E05000458",2,5,1,0,0,0.6,0.4,1,2.8,1.02961941718116,"Cricket Green",299.553,"Merton","Cricket Green"
"459","E05000459",1,3,1,2,2,0.8,0.8,1.4,1.6,0.470003629245736,"Dundonald",115.197,"Merton","Dundonald"
"460","E05000460",2,5,1,5,7,1,0.8,1.6,4.2,1.43508452528932,"Figge's Marsh",114.19,"Merton","Figge's Marsh"
"461","E05000461",3,13,1,5,18,1,0.8,1.8,8,2.07944154167984,"Graveney",88.249,"Merton","Graveney"
"462","E05000462",4,3,0,2,0,0.8,0.8,1.6,1.8,0.587786664902119,"Hillside",118.898,"Merton","Hillside"
"463","E05000463",2,5,1,3,7,0.8,0.8,1.6,4.2,1.43508452528932,"Lavender Fields",117.965,"Merton","Lavender Fields"
"464","E05000464",2,4,0,3,3,0.8,0.6,1.4,1.8,0.587786664902119,"Longthornton",148.343,"Merton","Longthornton"
"465","E05000465",0.5,3,0,1.5,5,0.8,0.7,1.4,1.2,0.182321556793955,"Lower Morden",180.378,"Merton","Lower Morden"
"466","E05000466",2,9,1,4,5,0.8,0.6,1.6,5.6,1.7227665977411,"Merton Park",181.418,"Merton","Merton Park"
"467","E05000467",0,5,0,3,2,0.4,0.6,1,1.4,0.336472236621213,"Pollards Hill",216.326,"Merton","Pollards Hill"
"468","E05000468",3,4,1,2,4,0.8,0.8,1.6,2.6,0.955511445027437,"Ravensbury",183.954,"Merton","Ravensbury"
"469","E05000469",27,41,11,17,44,1,0.6,1.4,28,3.3322045101752,"Raynes Park",185.651,"Merton","Raynes Park"
"470","E05000470",1,3.5,0,2,3,0.8,0.8,1.4,1.8,0.587786664902119,"St. Helier",184.527,"Merton","St. Helier"
"471","E05000471",2,7.5,1,3,3,0.8,0.8,1.6,3.1,0.998029966370392,"Trinity",107.601,"Merton","Trinity"
"472","E05000472",4,5,1,2,0,0.4,0.2,1,1.6,0.470003629245735,"Village",621.285,"Merton","Village"
"473","E05000473",1,2,1,2,3,1,0.6,1.4,1.8,0.587786664902119,"West Barnes",195.164,"Merton","West Barnes"
"474","E05000474",2,5,0,2,6,0.8,0.6,1.4,4.6,1.52605630349505,"Wimbledon Park",231.007,"Merton","Wimbledon Park"
"475","E05000475",0,4,0,2,3,0.6,0.4,1,1.8,0.587786664902119,"Beckton",625.188,"Newham","Beckton"
"476","E05000476",0,2,1,4,0,0.8,0.8,1.4,1.6,0.470003629245736,"Boleyn",91.718,"Newham","Boleyn"
"477","E05000477",0,2,0,3,6,0.8,0.8,1.4,2,0.693147180559945,"Canning Town North",252.085,"Newham","Canning Town North"
"478","E05000478",1,4,2,1,5,0.8,0.8,1.6,2.6,0.955511445027436,"Canning Town South",180.875,"Newham","Canning Town South"
"479","E05000479",1,3,1,2,0,0.8,0.6,1.2,1.6,0.470003629245736,"Custom House",206.344,"Newham","Custom House"
"480","E05000480",15,5,2,5,6,1,0.8,1.6,6.4,1.85629799036563,"East Ham Central",103.197,"Newham","East Ham Central"
"481","E05000481",1,2,2,3,0,0.8,0.8,1.6,1.6,0.470003629245736,"East Ham North",90.464,"Newham","East Ham North"
"482","E05000482",0,5,1,4,4,0.8,0.6,1.4,2.4,0.8754687373539,"East Ham South",180.899,"Newham","East Ham South"
"483","E05000483",1,2,0,0,2,0.6,0.8,1.4,1,0,"Forest Gate North",124.768,"Newham","Forest Gate North"
"484","E05000484",1,2,0,5,0,0.6,0.8,1.4,1.6,0.470003629245736,"Forest Gate South",119.201,"Newham","Forest Gate South"
"485","E05000485",3,13,2,8,3,1,0.8,1.6,6.8,1.91692261218206,"Green Street East",74.631,"Newham","Green Street East"
"486","E05000486",3,13,4,9,6,1,0.6,1.6,6.8,1.91692261218206,"Green Street West",80.195,"Newham","Green Street West"
"487","E05000487",1,3,1,1,2,0.6,0.6,1.4,1,0,"Little Ilford",189.961,"Newham","Little Ilford"
"488","E05000488",1,3,1,2,3,0.8,0.6,1.4,1.6,0.470003629245736,"Manor Park",133.487,"Newham","Manor Park"
"489","E05000489",1,9,1,5,6,1,0.8,1.8,4.4,1.48160454092422,"Plaistow North",98.418,"Newham","Plaistow North"
"490","E05000490",1,3,1,2,2,0.8,0.8,1.6,1.4,0.336472236621213,"Plaistow South",138.452,"Newham","Plaistow South"
"491","E05000491",0,3,1,1,2,0.6,0.6,1.4,1.6,0.470003629245736,"Royal Docks",473.052,"Newham","Royal Docks"
"492","E05000492",1,7,0,1,3,0.6,0.4,1.2,1.8,0.587786664902119,"Stratford and New Town",423.497,"Newham","Stratford and New Town"
"493","E05000493",0,3,0,0,2,0.4,0.6,1.2,1,0,"Wall End",137.675,"Newham","Wall End"
"494","E05000494",3,9,3,5,7,1,0.8,1.6,4.4,1.48160454092422,"West Ham",133.7,"Newham","West Ham"
"495","E05000495",0,2,1,3,2,0.8,0,0.8,1.6,0.470003629245735,"Aldborough",859.974,"Redbridge","Aldborough"
"496","E05000496",3,4,2,3,7,1,0.8,1.7,4.2,1.43508452528932,"Barkingside",152.92,"Redbridge","Barkingside"
"497","E05000497",2,17,2,4,17,1,0.6,1.4,8.4,2.12823170584927,"Bridge",257.86,"Redbridge","Bridge"
"498","E05000498",3,1,0,3,2,0.8,0.8,1.6,1.6,0.470003629245735,"Chadwell",151.263,"Redbridge","Chadwell"
"499","E05000499",13,33,11,11,11,1,0.6,1.6,15.8,2.76000994003292,"Church End",148.496,"Redbridge","Church End"
"500","E05000500",2,5,1,3,7,1,0.6,1.6,3.6,1.28093384546206,"Clayhall",249.389,"Redbridge","Clayhall"
"501","E05000501",1,2,0,0,8,0.4,0.8,1.4,1.8,0.587786664902119,"Clementswood",127.215,"Redbridge","Clementswood"
"502","E05000502",2,5,1,4,8,0.8,0.6,1.4,2.8,1.02961941718116,"Cranbrook",240.079,"Redbridge","Cranbrook"
"503","E05000503",5,8,5,4,13,1,0.6,1.4,7,1.94591014905531,"Fairlop",359.569,"Redbridge","Fairlop"
"504","E05000504",0.5,2,1,2,5,0.8,0.6,1.4,1.8,0.587786664902119,"Fullwell",218.787,"Redbridge","Fullwell"
"505","E05000505",7,7,1,3,24,1,0.6,1.4,8.4,2.12823170584927,"Goodmayes",164.034,"Redbridge","Goodmayes"
"506","E05000506",1,2,0,2,1,0.8,0,0.8,1,0,"Hainault",565.287,"Redbridge","Hainault"
"507","E05000507",1,2,0,5,1,0.8,0.6,1.4,1.8,0.587786664902119,"Loxford",128.823,"Redbridge","Loxford"
"508","E05000508",1,1,0,3,2,0.6,0.6,1.2,1.4,0.336472236621213,"Mayfield",188.217,"Redbridge","Mayfield"
"509","E05000509",0,4,2,4,1,0.8,0.4,1.2,2.2,0.78845736036427,"Monkhams",307.676,"Redbridge","Monkhams"
"510","E05000510",0,4,2,3,8,0.8,0.8,1.6,4,1.38629436111989,"Newbury",212.023,"Redbridge","Newbury"
"511","E05000511",1,2,1,2,3,0.8,0.6,1.4,1.6,0.470003629245736,"Roding",236.297,"Redbridge","Roding"
"512","E05000512",1,2,1,1,1,0.8,0.6,1.4,1.6,0.470003629245736,"Seven Kings",208.338,"Redbridge","Seven Kings"
"513","E05000513",16,51,10,12,47,1,0.6,1.4,28.6,3.35340671782581,"Snaresbrook",198.516,"Redbridge","Snaresbrook"
"514","E05000514",2,6,1.5,5,10,0.8,0.6,1.4,4.6,1.52605630349505,"Valentines",150.328,"Redbridge","Valentines"
"515","E05000515",2,4,0,3,0,0.6,0.4,1,1.6,0.470003629245736,"Wanstead",519.133,"Redbridge","Wanstead"
"516","E05000516",2,10,2,3,5,1,0.6,1.4,4.4,1.48160454092422,"Barnes",300.994,"Richmond upon Thames","Barnes"
"517","E05000517",24,97,15,22,98,1,0,1,51.2,3.93573953204546,"East Sheen",583.319,"Richmond upon Thames","East Sheen"
"518","E05000518",5,9,2,2,8,1,0.8,1.6,5.2,1.64865862558738,"Fulwell and Hampton Hill",191.772,"Richmond upon Thames","Fulwell and Hampton Hill"
"519","E05000519",1,4,1,2,4,0.8,0,1,2.6,0.955511445027436,"Ham, Petersham and Richmond Riverside",943.267,"Richmond upon Thames","Ham, Petersham and Richmond Riverside"
"520","E05000520",2,5,1,2,3,0.8,0,1,2.8,1.02961941718116,"Hampton",687.724,"Richmond upon Thames","Hampton"
"521","E05000521",1,1,1,2,0,0.8,0.8,1.4,1,0,"Hampton North",194.98,"Richmond upon Thames","Hampton North"
"522","E05000522",4,18,0,2,4,0.8,0.4,1.2,3.6,1.28093384546206,"Hampton Wick",274.552,"Richmond upon Thames","Hampton Wick"
"523","E05000523",2,11,1,5,10,1,0.6,1.4,5.8,1.75785791755237,"Heathfield",191.058,"Richmond upon Thames","Heathfield"
"524","E05000524",1,4,1,2,2,0.8,0.8,1.4,1.8,0.587786664902119,"Kew",357.625,"Richmond upon Thames","Kew"
"525","E05000525",1,7,1,2,5,1,0.6,1.6,1.6,0.470003629245736,"Mortlake and Barnes Common",193.608,"Richmond upon Thames","Mortlake and Barnes Common"
"526","E05000526",1,2,1,2,2,0.8,0.6,1.4,1.2,0.182321556793955,"North Richmond",280.147,"Richmond upon Thames","North Richmond"
"527","E05000527",1,2,1,2,0,0.6,0.8,1.4,1.4,0.336472236621213,"St. Margarets and North Twickenham",200.763,"Richmond upon Thames","St. Margarets and North Twickenham"
"528","E05000528",1,4,4,3,8,0.8,0.6,1.4,2.6,0.955511445027436,"South Richmond",269.139,"Richmond upon Thames","South Richmond"
"529","E05000529",1,4,1,2,3,0.8,0.8,1.4,2.4,0.8754687373539,"South Twickenham",172.727,"Richmond upon Thames","South Twickenham"
"530","E05000530",0,5,0,1,0,0.6,0,0.6,1.2,0.182321556793955,"Teddington",429.55,"Richmond upon Thames","Teddington"
"531","E05000531",1,5,3,2,0,0.8,0.6,1.4,1.6,0.470003629245736,"Twickenham Riverside",196.431,"Richmond upon Thames","Twickenham Riverside"
"532","E05000532",2,3,2,6,5,0.8,0.6,1.4,3.6,1.28093384546206,"West Twickenham",245.856,"Richmond upon Thames","West Twickenham"
"533","E05000533",2,4,0,2,0,0.6,0.8,1.4,1.6,0.470003629245736,"Whitton",162.597,"Richmond upon Thames","Whitton"
"534","E05000534",2,8,1,4,5,1,0.8,1.8,3.6,1.28093384546206,"Brunswick Park",93.441,"Southwark","Brunswick Park"
"535","E05000535",2,18,3,7,7,1,0.6,1.6,7.4,2.00148000021012,"Camberwell Green",97.461,"Southwark","Camberwell Green"
"536","E05000536",0,6,1,1,4,0.8,0.4,1.2,2.4,0.8754687373539,"Cathedrals",176.822,"Southwark","Cathedrals"
"537","E05000537",0,2,1,4,1,0.8,0.8,1.8,1.4,0.336472236621213,"Chaucer",81.977,"Southwark","Chaucer"
"538","E05000538",0,5,0,2,1,0.6,0.4,1,1.6,0.470003629245735,"College",323.324,"Southwark","College"
"539","E05000539",1,11,1,2,3,0.8,0.8,1.8,3.4,1.22377543162212,"East Dulwich",102.069,"Southwark","East Dulwich"
"540","E05000540",0,5,1,3,1,0.8,0.8,1.6,1.8,0.587786664902119,"East Walworth",114.662,"Southwark","East Walworth"
"541","E05000541",0,5,0,3,0,0.4,0.8,1.2,1.4,0.336472236621213,"Faraday",87.815,"Southwark","Faraday"
"542","E05000542",0,5,0,3,1,0.6,0.8,1.4,1.6,0.470003629245736,"Grange",121.453,"Southwark","Grange"
"543","E05000543",2,8,4,3,4,0.8,0.8,1.8,3.2,1.16315080980568,"Livesey",143.832,"Southwark","Livesey"
"544","E05000544",0,5,0,3,0,0.6,0.8,1.4,1.6,0.470003629245736,"Newington",83.358,"Southwark","Newington"
"545","E05000545",1,5,1,3.5,1,0.8,0.8,1.6,3,1.09861228866811,"Nunhead",132.84,"Southwark","Nunhead"
"546","E05000546",1,3,0,2,2,0.6,0.8,1.6,2.4,0.8754687373539,"Peckham",86.966,"Southwark","Peckham"
"547","E05000547",1,4,1,2,0,0.6,0.8,1.4,1.2,0.182321556793955,"Peckham Rye",225.242,"Southwark","Peckham Rye"
"548","E05000548",1,7,1,2,2,1,0.6,1.6,2.6,0.955511445027436,"Riverside",132.822,"Southwark","Riverside"
"549","E05000549",0,5,1,5,3,0.6,0.8,1.6,2.2,0.78845736036427,"Rotherhithe",149.05,"Southwark","Rotherhithe"
"550","E05000550",0,10,2,3,1,0.8,0.8,1.6,4.6,1.52605630349505,"South Bermondsey",97.363,"Southwark","South Bermondsey"
"551","E05000551",0,2,1,3,1,0.8,0.8,1.6,1.6,0.470003629245736,"South Camberwell",133.149,"Southwark","South Camberwell"
"552","E05000552",0,5,3,2,3,0.8,0.8,1.4,2.2,0.78845736036427,"Surrey Docks",190.062,"Southwark","Surrey Docks"
"553","E05000553",2,5,1,4,7,1,0.8,1.6,3,1.09861228866811,"The Lane",138.888,"Southwark","The Lane"
"554","E05000554",3,5,1.5,5,1,1,0.6,1.6,3.6,1.27472258546279,"Village",278.745,"Southwark","Village"
"555","E05000555",2,1,0,2,4,0.6,0.6,1.2,1.4,0.336472236621213,"Beddington North",498.821,"Sutton","Beddington North"
"556","E05000556",1,3,0,3,0,0.6,0.6,1.2,1.2,0.182321556793955,"Beddington South",306.104,"Sutton","Beddington South"
"557","E05000557",1,3,4,6,1,1,0.4,1.4,3,1.09861228866811,"Belmont",233.332,"Sutton","Belmont"
"558","E05000558",1,4,1,2,1,0.8,0.8,1.6,2.2,0.78845736036427,"Carshalton Central",202.382,"Sutton","Carshalton Central"
"559","E05000559",4,3,0,4,1,0.6,0,0.6,2.2,0.78845736036427,"Carshalton South and Clockhouse",705.342,"Sutton","Carshalton South and Clockhouse"
"560","E05000560",6,8,1,10,6,1,0,1,6.2,1.82454929205105,"Cheam",393.038,"Sutton","Cheam"
"561","E05000561",9,39,7,5,29,1,0.6,1.4,21.4,3.06339092202781,"Nonsuch",190.702,"Sutton","Nonsuch"
"562","E05000562",3,9,1,2,10,1,0.8,1.6,4.4,1.48160454092422,"St. Helier",149.667,"Sutton","St. Helier"
"563","E05000563",1,6,0,2,5,0.8,0.8,1.4,3,1.09861228866811,"Stonecot",198.358,"Sutton","Stonecot"
"564","E05000564",2,3,1,7,1,1,0.8,1.6,2.2,0.78845736036427,"Sutton Central",131.048,"Sutton","Sutton Central"
"565","E05000565",0,2,0,2,1,0.6,0.8,1.4,1.2,0.182321556793955,"Sutton North",187.372,"Sutton","Sutton North"
"566","E05000566",1.5,3,2,6,1,1,0.4,1.2,3,1.09861228866811,"Sutton South",127.159,"Sutton","Sutton South"
"567","E05000567",2,2,0,1,1,0.6,0.8,1.4,1.2,0.182321556793955,"Sutton West",178.215,"Sutton","Sutton West"
"568","E05000568",2,11,4,5,11,1,0.6,1.6,6.6,1.88706964903238,"The Wrythe",148.361,"Sutton","The Wrythe"
"569","E05000569",4,8,1,5,8,0.8,0.6,1.6,5,1.6094379124341,"Wallington North",161.927,"Sutton","Wallington North"
"570","E05000570",4,8,2,4,5,1,0.8,1.4,4.2,1.43508452528932,"Wallington South",171.798,"Sutton","Wallington South"
"571","E05000571",3,7,1,4,7,1,0.6,1.5,4.4,1.48160454092422,"Wandle Valley",205.369,"Sutton","Wandle Valley"
"572","E05000572",9,39,7,5,29,1,0.4,1.2,21.4,3.06339092202781,"Worcester Park",195.703,"Sutton","Worcester Park"
"573","E05000573",0,2,0,3,2,0.6,0.4,1.2,1.4,0.336472236621213,"Bethnal Green North",82.534,"Tower Hamlets","Bethnal Green North"
"574","E05000574",0,7,2,3,2,0.8,0.8,1.4,2.6,0.955511445027436,"Bethnal Green South",88.187,"Tower Hamlets","Bethnal Green South"
"575","E05000575",1,5,2,4,4,0.8,0.8,1.6,4,1.38629436111989,"Blackwall and Cubitt Town",296.713,"Tower Hamlets","Blackwall and Cubitt Town"
"576","E05000576",2,5,1,4,2,1,0.8,1.8,3.2,1.16315080980568,"Bow East",186.61,"Tower Hamlets","Bow East"
"577","E05000577",2,2,2,2,0,0.8,0.6,1.6,1.6,0.470003629245736,"Bow West",134.293,"Tower Hamlets","Bow West"
"578","E05000578",1,3,2,2,0,0.8,0.8,1.6,1.4,0.336472236621213,"Bromley-by-Bow",107.073,"Tower Hamlets","Bromley-by-Bow"
"579","E05000579",4,16,6,7,9,1,0.8,1.6,7.8,2.05412373369555,"East India and Lansbury",122.341,"Tower Hamlets","East India and Lansbury"
"580","E05000580",2,20.5,5,10,9,1,0.8,1.6,9.2,2.16299262189513,"Limehouse",114.284,"Tower Hamlets","Limehouse"
"581","E05000581",0,2,0,3,2,0.6,0.8,1.4,1.4,0.336472236621213,"Mile End and Globe Town",90.039,"Tower Hamlets","Mile End and Globe Town"
"582","E05000582",7.5,55.5,5,16,44,1,0.8,1.6,24.5,2.7905436973194,"Mile End East",107.133,"Tower Hamlets","Mile End East"
"583","E05000583",1,7,1,4,3,0.8,0.8,1.6,3,1.09861228866811,"Millwall",245.818,"Tower Hamlets","Millwall"
"584","E05000584",0,7,2,3,1,0.8,1,1.6,2.6,0.955511445027436,"St. Dunstan's and Stepney Green",101.848,"Tower Hamlets","St. Dunstan's and Stepney Green"
"585","E05000585",0,8,1,2,2,0.6,0.8,1.6,2,0.693147180559945,"St. Katharine's and Wapping",150.909,"Tower Hamlets","St. Katharine's and Wapping"
"586","E05000586",1,11,1,8,5,0.8,0.6,1.6,5,1.6094379124341,"Shadwell",96.225,"Tower Hamlets","Shadwell"
"587","E05000587",146,1025,161,148,1046,1,0.6,1.4,505.2,6.22495439047634,"Spitalfields and Banglatown",63.773,"Tower Hamlets","Spitalfields and Banglatown"
"588","E05000588",1,6,2,5,7,1,0.8,1.6,6.2,1.82454929205105,"Weavers",77.575,"Tower Hamlets","Weavers"
"589","E05000589",146,1025,161,148,1046,1,0.6,1.6,505.2,6.22495439047634,"Whitechapel",92.147,"Tower Hamlets","Whitechapel"
"590","E05000590",1,2,2,2,3,1,0.8,1.6,2.6,0.955511445027436,"Cann Hall",85.788,"Waltham Forest","Cann Hall"
"591","E05000591",2,2,0,2,1,0.6,0.6,1.2,1,0,"Cathall",105.712,"Waltham Forest","Cathall"
"592","E05000592",0,4,2,2,2,0.8,0.6,1.2,1.2,0.182321556793955,"Chapel End",185.015,"Waltham Forest","Chapel End"
"593","E05000593",16,67,13,24,48,1,0.4,1.2,33.6,3.51452606696916,"Chingford Green",372.664,"Waltham Forest","Chingford Green"
"594","E05000594",2,6,0,2,0,0.6,0.6,1.2,1.6,0.470003629245736,"Endlebury",194.912,"Waltham Forest","Endlebury"
"595","E05000595",2,3,1,5,0,0.6,0.6,1.3,2,0.693147180559945,"Forest",198.605,"Waltham Forest","Forest"
"596","E05000596",1,9,1,3,16,1,0.8,1.8,5.8,1.75785791755237,"Grove Green",89.582,"Waltham Forest","Grove Green"
"597","E05000597",2,3,0,4,1,0.8,0.6,1.4,1.4,0.336472236621213,"Hale End and Highams Park",234.689,"Waltham Forest","Hale End and Highams Park"
"598","E05000598",7,9,2,5,11,1,0.4,1.4,6.8,1.91692261218206,"Hatch Lane",241.621,"Waltham Forest","Hatch Lane"
"599","E05000599",0,0,3,2,1,0.6,0,0.8,1.2,0.182321556793955,"High Street",305.893,"Waltham Forest","High Street"
"600","E05000600",1,2,3,2,4,1,0.6,1.6,2,0.693147180559945,"Higham Hill",322.124,"Waltham Forest","Higham Hill"
"601","E05000601",1,5,2,2,2,0.6,0.8,1.6,2.2,0.78845736036427,"Hoe Street",110.006,"Waltham Forest","Hoe Street"
"602","E05000602",2,6,2,2,2,0.8,0.6,1.4,1.6,0.470003629245736,"Larkswood",206.57,"Waltham Forest","Larkswood"
"603","E05000603",0,4,1,3,6,0.6,0.6,1.4,2.2,0.78845736036427,"Lea Bridge",264.686,"Waltham Forest","Lea Bridge"
"604","E05000604",1,4,1,2,8,0.8,0.8,1.4,4.2,1.43508452528932,"Leyton",203.218,"Waltham Forest","Leyton"
"605","E05000605",6,5,3,5,1,1,0.8,1.8,4,1.38629436111989,"Leytonstone",130.591,"Waltham Forest","Leytonstone"
"606","E05000606",2,4,1,2,4,0.8,0.8,1.6,3.6,1.28093384546206,"Markhouse",145.704,"Waltham Forest","Markhouse"
"607","E05000607",0,5,0,2,8,0.8,0.8,1.4,2,0.693147180559945,"Valley",198.482,"Waltham Forest","Valley"
"608","E05000608",0,1,1,2,2,0.8,0.8,1.6,1.2,0.182321556793955,"William Morris",99.919,"Waltham Forest","William Morris"
"609","E05000609",1,3,2,7,0,0.8,0.6,1.4,2,0.693147180559945,"Wood Street",185.011,"Waltham Forest","Wood Street"
"610","E05000610",1,7,2,4,7,1,0.8,1.6,4.2,1.43508452528932,"Balham",121.176,"Wandsworth","Balham"
"611","E05000611",1,2,1,3,3,0.8,0,1,1.8,0.587786664902119,"Bedford",180.48,"Wandsworth","Bedford"
"612","E05000612",0,4,0,0,2,0.4,0.4,1,1.2,0.182321556793955,"Earlsfield",140.341,"Wandsworth","Earlsfield"
"613","E05000613",1,3,0,5,4,0.6,0.6,1.4,1.6,0.470003629245735,"East Putney",161.034,"Wandsworth","East Putney"
"614","E05000614",1,3,2,4,0,0.6,0.6,1.4,1.4,0.336472236621213,"Fairfield",145.428,"Wandsworth","Fairfield"
"615","E05000615",3,1,0,5,2,0.6,0.8,1.4,1.8,0.587786664902119,"Furzedown",141.528,"Wandsworth","Furzedown"
"616","E05000616",2,4,1,0,2,0.8,0.8,1.6,1.8,0.587786664902119,"Graveney",101.117,"Wandsworth","Graveney"
"617","E05000617",0,3,1,4,1.5,0.6,0.6,1.2,2.1,0.712757537136586,"Latchmere",108.326,"Wandsworth","Latchmere"
